notation,prefLabel
64.57,Kelloteollisuus
65,KÄSITYÖ. KOTITEOLLISUUS
65.1,Puutyö
65.11,Huonekalujen rakentaminen
65.2,Metallityö
65.3,Nahkatyö
65.4,Tekstiilityö
65.41,Kudonta
65.411,Matonkudonta
65.42,Ompelu
65.421,Koruompelu. Kirjonta
65.424,Lastenvaatteiden valmistus käsityönä
65.43,Neulonta
65.433,Virkkaus. Nypläys
65.434,Solmeilu. Makramee. Fransut
65.44,Kankaanpainanta
65.45,Kehrääminen. Karstaus. Värjäys
65.5,Paperi- ja pahvityöt
65.6,Muovailu. Keramiikkatyöt
65.7,Lasimaalaus. Posliinimaalaus
65.8,Leikkikalut
65.9,Muut käsityöt
65.91,Helmityöt
65.92,"Juuri-, kaisla-, kori-, korkki-, lastu-, niini-, olki-, paju-, rottinki-, tuohi- ja tulitikkutyöt"
65.93,Betoni- ja kipsityöt
66,RAKENNUSTEKNIIKKA
66.1,Rakennusstatiikka. Rakennussuunnittelu
66.2,Geotekniikka. Maatyöt
66.3,Talonrakennus
66.32,Rakenneosat
66.33,Rakennusaineet. Rakennustyöt
66.34,LVI-työt. Sähkötyöt
66.341,Lämmitys
66.35,Rakennusten erillistilat
66.36,Huoneakustiikka
66.4,Rakennuksen kunnossapito
66.6,Tienrakennus
66.7,Vesirakennus
66.9,Kunnallistekninen ympäristönhuolto
66.93,Vesi- ja jätevesihuolto
66.94,Jätehuolto. Kierrätys
67,MAA- JA METSÄTALOUS. ELINTARVIKETEOLLISUUS. BIOTEKNIIKKA
67.1,Maatalouspolitiikka
67.3,Maanviljely. Puutarhanhoito. Hyötykasvit
67.31,Vihannes- ja juureskasvit
67.32,Hedelmä- ja marjakasvit
67.33,Koristekasvit
67.331,Huonekasvit. Kukka-asetelmat
67.34,Vilja- ja heinäkasvit
67.35,Yrtti- ja maustekasvit
67.36,Muut hyötykasvit
67.38,Viljelymenetelmät
67.39,Kasvinsuojelu
67.4,Kotieläintalous. Kotieläinten hoito
67.41,Hevosten hoito
67.42,"Nautojen, lampaiden ja vuohien hoito"
67.43,Sikojen hoito
67.44,Siipikarjan hoito
67.45,Lemmikkieläinten hoito
67.451,Koirat
67.452,Kissat
67.453,Häkkilinnut
67.454,Akvaariot
67.455,Pikkunisäkkäät
67.456,Matelijat. Sammakkoeläimet
67.46,Poronhoito
67.47,Mehiläisten hoito. Hyönteisten kasvatus
67.48,Turkistarhaus
67.49,Eläinlääketiede
67.5,Metsätalous
67.51,Metsänhoito
67.52,Puunkorjuu. Puukauppa. Metsänarviointi
67.58,Metsien monikäyttö
67.581,Marjastus. Luonnonmarjat
67.582,Sienestys
67.6,Metsästys. Kalastus
67.61,Metsästys
67.62,Kalastus
67.7,Elintarviketeollisuus
67.73,Nautintoaineteollisuus
67.8,Biotekniikka
68,KOTITALOUS. LAITOSTALOUS
68.2,Ruoanvalmistus. Ruokakulttuuri
68.21,Säilöntä
68.22,Kasvisruoat. Sieniruoat
68.221,Vegaaniruoat
68.23,"Liha-, lintu- ja kalaruoat"
68.24,Leipominen. Makeiset. Jälkiruoat
68.25,Eri maiden ja alueiden ruokalajit ja ruokakulttuuri
68.252,"Ruokalajit ja ruokakulttuuri, Suomi"
68.26,Tarjoilu
68.27,Juomat
68.3,Huonetilojen ja irtaimiston hoito
68.31,Vaatteiden pesu ja hoito
68.33,Siivous
68.4,Sisustusoppaat
68.8,Hotelli- ja ravintolatalous. Suurkeittiöt. Ateriapalvelut
69,LIIKETALOUS. MARKKINOINTI. KAUPPA. LIIKENNE
69.1,Liiketalouden hallinto
69.11,Johtamisen tekniikka ja menetelmät
69.12,Tuotannon organisointi ja suunnittelu
69.13,Henkilöstöpolitiikka
69.15,Työntutkimukset. Työanalyysi. Työn suunnittelu
69.16,Toimistotyö. Toimistotekniikka
69.162,Konekirjoitus. Tekstinkäsittely. Pikakirjoitus
69.163,Kauppakirjeenvaihto
69.2,Liiketaloudellinen laskentatoimi
69.21,Liiketaloudellinen kirjanpito ja tilintarkastus
69.3,Markkinointi. Kauppa
69.32,Tavaraoppi
69.33,Materiaalitoiminnot
69.34,Asiakaspalvelu. Myyntityö
69.35,Mainonta
69.6,Liikenne
69.62,Maaliikenne
69.63,Vesiliikenne
69.64,Ilmaliikenne
69.7,Posti
69.71,Postimerkkeily
7,TAITEET. LIIKUNTA
70,TAIDE. TAIDEHISTORIA
70.01,Taiteen estetiikka
70.03,Taiteen hakuteokset. Taiteilijamatrikkelit
70.062,Taidemuseot. Taidekokoelmat
70.063,Taidenäyttelyt
70.1,Taidepsykologia. Taidesosiologia. Taidepolitiikka
70.2,Taidekauppa
70.3,Kansantaide. Alkuperäiskansojen taide
70.9,Yleinen taidehistoria
70.91,Länsimainen taide. Euroopan taide
70.911,Esihistoriallinen ja vanhan ajan taide
70.912,Keskiajan taide
70.913,Uuden ajan taide
70.9131,Renessanssin taide
70.9132,Barokin ja rokokoon taide
70.9133,1800-luvun ja vuosisadan vaihteen taide
70.9134,Nykyajan taide
70.92,"Yleinen taidehistoria, Suomi"
70.93,"Yleinen taidehistoria, Pohjoismaat"
70.94,"Yleinen taidehistoria, Keski-Eurooppa"
70.941,"Yleinen taidehistoria, Saksa"
70.95,"Yleinen taidehistoria, Iso-Britannia. Irlanti"
70.96,"Yleinen taidehistoria, Etelä-Eurooppa"
70.961,"Yleinen taidehistoria, Ranska"
70.962,"Yleinen taidehistoria, Italia"
70.963,"Yleinen taidehistoria, Espanja"
70.97,"Yleinen taidehistoria, Itä-Eurooppa"
70.971,"Yleinen taidehistoria, Venäjä. Ukraina. Valko-Venäjä. Moldova"
70.981,"Yleinen taidehistoria, Aasia"
70.982,"Yleinen taidehistoria, Afrikka"
70.983,"Yleinen taidehistoria, Amerikka"
70.985,"Yleinen taidehistoria, Australia ja Oseania"
71,UUDET TAIDEMUODOT
71.3,Tilataide. Ympäristötaide
71.5,Tatuointi. Kehotaide
71.7,Performanssitaide. Esitystaide
71.8,Katutaide. Graffititaide
72,ARKKITEHTUURI
72.2,Rakennukset. Rakennustyypit
72.22,Asuinrakennukset
72.24,Kirkot ja muut uskonnolliset rakennukset
72.26,Linnat. Linnoitukset. Palatsit. Kartanot
72.29,Kulttuurirakennukset
72.9,Arkkitehtuurin historia
72.91,Euroopan arkkitehtuuri
72.911,Esihistoriallinen ja vanhan ajan arkkitehtuuri
72.912,Keskiajan arkkitehtuuri
72.913,Uuden ajan arkkitehtuuri
72.9131,Renessanssin arkkitehtuuri
72.9132,Barokin ja rokokoon arkkitehtuuri
72.9133,1800-luvun ja vuosisadan vaihteen arkkitehtuuri
72.9134,Nykyajan arkkitehtuuri
72.92,"Arkkitehtuurin historia, Suomi"
72.93,"Arkkitehtuurin historia, Pohjoismaat"
72.94,"Arkkitehtuurin historia, Keski-Eurooppa"
72.941,"Arkkitehtuurin historia, Saksa"
72.95,"Arkkitehtuurin historia, Iso-Britannia. Irlanti"
72.96,"Arkkitehtuurin historia, Etelä-Eurooppa"
72.961,"Arkkitehtuurin historia, Ranska"
72.962,"Arkkitehtuurin historia, Italia"
72.963,"Arkkitehtuurin historia, Espanja"
72.97,"Arkkitehtuurin historia, Itä-Eurooppa"
72.971,"Arkkitehtuurin historia, Venäjä. Ukraina. Valko-Venäjä. Moldova"
72.981,"Arkkitehtuurin historia, Aasia"
72.982,"Arkkitehtuurin historia, Afrikka"
72.983,"Arkkitehtuurin historia, Amerikka"
72.985,"Arkkitehtuurin historia, Australia ja Oseania"
73,KUVANVEISTOTAIDE
73.1,Kuvanveiston materiaalit ja tekniikka
73.9,Kuvanveistotaiteen historia
73.91,Euroopan kuvanveistotaide
73.911,Esihistoriallinen ja vanhan ajan kuvanveistotaide
73.912,Keskiajan kuvanveistotaide
73.913,Uuden ajan kuvanveistotaide
73.9131,Renessanssin kuvanveistotaide
73.9132,Barokin ja rokokoon kuvanveistotaide
73.9133,1800-luvun ja vuosisadan vaihteen kuvanveistotaide
73.9134,Nykyajan kuvanveistotaide
73.92,"Kuvanveistotaiteen historia, Suomi"
73.93,"Kuvanveistotaiteen historia, Pohjoismaat"
73.94,"Kuvanveistotaiteen historia, Keski-Eurooppa"
73.941,"Kuvanveistotaiteen historia, Saksa"
73.95,"Kuvanveistotaiteen historia, Iso-Britannia. Irlanti"
73.96,"Kuvanveistotaiteen historia, Etelä-Eurooppa"
73.961,"Kuvanveistotaiteen historia, Ranska"
73.962,"Kuvanveistotaiteen historia, Italia"
73.963,"Kuvanveistotaiteen historia, Espanja"
73.97,"Kuvanveistotaiteen historia, Itä-Eurooppa"
73.971,"Kuvanveistotaiteen historia, Venäjä. Ukraina. Valko-Venäjä. Moldova"
73.981,"Kuvanveistotaiteen historia, Aasia"
73.982,"Kuvanveistotaiteen historia, Afrikka"
73.983,"Kuvanveistotaiteen historia, Amerikka"
73.985,"Kuvanveistotaiteen historia, Australia ja Oseania"
74,MAALAUSTAIDE. PIIRUSTUSTAIDE
74.1,Piirustustaide
74.11,Piirustuksen tekniikka
74.12,Tekstaus. Kalligrafia
74.17,Pilapiirrokset. Karikatyyrit
74.2,Maalaustaide
74.21,Maalaustaiteen materiaalit ja tekniikka
74.3,Aiheet piirustus- ja maalaustaiteessa
74.9,Piirustus- ja maalaustaiteen historia
74.91,Euroopan piirustus- ja maalaustaide
74.911,Esihistoriallisen ja vanhan ajan piirustus- ja maalaustaide
74.912,Keskiajan piirustus- ja maalaustaide
74.913,Uuden ajan piirustus- ja maalaustaide
74.9131,Renessanssin piirustus- ja maalaustaide
74.9132,Barokin ja rokokoon piirustus- ja maalaustaide
74.9133,1800-luvun ja vuosisadan vaihteen piirustus- ja maalaustaide
74.9134,Nykyajan piirustus- ja maalaustaide
74.92,"Piirustus- ja maalaustaiteen historia, Suomi"
74.93,"Piirustus- ja maalaustaiteen historia, Pohjoismaat"
74.94,"Piirustus- ja maalaustaiteen historia, Keski-Eurooppa"
74.941,"Piirustus- ja maalaustaiteen historia, Saksa"
74.948,"Piirustus- ja maalaustaiteen historia, Alankomaat. Belgia"
74.95,"Piirustus- ja maalaustaiteen historia, Iso-Britannia. Irlanti"
74.96,"Piirustus- ja maalaustaiteen historia, Etelä-Eurooppa"
74.961,"Piirustus- ja maalaustaiteen historia, Ranska"
74.962,"Piirustus- ja maalaustaiteen historia, Italia"
74.963,"Piirustus- ja maalaustaiteen historia, Espanja"
74.97,"Piirustus- ja maalaustaiteen historia, Itä-Eurooppa"
74.971,"Piirustus- ja maalaustaiteen historia, Venäjä. Ukraina. Valko-Venäjä. Moldova"
74.981,"Piirustus- ja maalaustaiteen historia, Aasia"
74.982,"Piirustus- ja maalaustaiteen historia, Afrikka"
74.983,"Piirustus- ja maalaustaiteen historia, Amerikka"
74.985,"Piirustus- ja maalaustaiteen historia, Australia ja Oseania"
75,GRAFIIKKA. VALOKUVAUS
75.1,Grafiikka
75.11,Grafiikan materiaalit ja tekniikka
75.12,Kuvitustaide
75.13,Käyttögrafiikka
75.19,Grafiikan historia
75.192,"Grafiikan historia, Suomi"
75.7,Valokuvaus. Valokuvataide
75.71,Aiheet valokuvataiteessa
75.72,Valokuvauksen tekniikka. Valokuvausoppaat
75.79,Valokuvauksen ja valokuvataiteen historia
75.792,"Valokuvauksen ja valokuvataiteen historia, Suomi"
75.793,"Valokuvauksen ja valokuvataiteen historia, Pohjoismaat"
75.794,"Valokuvauksen ja valokuvataiteen historia, Keski-Eurooppa"
75.7941,"Valokuvauksen ja valokuvataiteen historia, Saksa"
75.795,"Valokuvauksen ja valokuvataiteen historia, Iso-Britannia. Irlanti"
75.796,"Valokuvauksen ja valokuvataiteen historia, Etelä-Eurooppa"
75.7961,"Valokuvauksen ja valokuvataiteen historia, Ranska"
75.7962,"Valokuvauksen ja valokuvataiteen historia, Italia"
75.7963,"Valokuvauksen ja valokuvataiteen historia, Espanja"
75.797,"Valokuvauksen ja valokuvataiteen historia, Itä-Eurooppa"
75.7971,"Valokuvauksen ja valokuvataiteen historia, Venäjä. Ukraina. Valko-Venäjä. Moldova"
75.7981,"Valokuvauksen ja valokuvataiteen historia, Aasia"
75.7982,"Valokuvauksen ja valokuvataiteen historia, Afrikka"
75.7983,"Valokuvauksen ja valokuvataiteen historia, Amerikka"
75.7985,"Valokuvauksen ja valokuvataiteen historia, Australia ja Oseania"
76,MUOTOILU. TAIDETEOLLISUUS. TAIDEKÄSITYÖ
76.1,Sisustusarkkitehtuuri. Huonekalutaide
76.2,Tekstiilitaide
76.3,Lasitaide. Keramiikkataide
76.4,Taidetaonta. Korutaide
76.5,Koristetaide. Ornamentiikka
76.7,Paperitaide
76.8,Antiikkiesineiden keräily
76.9,Taideteollisuuden ja taidekäsityön historia
76.92,"Taideteollisuuden ja taidekäsityön historia, Suomi"
77,NÄYTTÄMÖTAIDE. ELOKUVATAIDE
77.1,Teatteritaide
77.11,Teatterityö
77.111,Teatteritekniikka
77.12,Harrastajateatteri
77.14,Lastenteatteri
77.15,Teatterimuodot
77.153,Nukketeatteri
77.155,Pantomiimi
77.156,Radio- ja tv-teatteri
77.157,Musiikkiteatteri
77.19,Teatteri- ja näyttämötaiteen historia
77.192,"Teatteri- ja näyttämötaiteen historia, Suomi"
77.193,"Teatteri- ja näyttämötaiteen historia, Pohjoismaat"
77.194,"Teatteri- ja näyttämötaiteen historia, Keski-Eurooppa"
77.1941,"Teatteri- ja näyttämötaiteen historia, Saksa"
77.195,"Teatteri- ja näyttämötaiteen historia, Iso-Britannia. Irlanti"
77.196,"Teatteri- ja näyttämötaiteen historia, Etelä-Eurooppa"
77.1961,"Teatteri- ja näyttämötaiteen historia, Ranska"
77.1962,"Teatteri- ja näyttämötaiteen historia, Italia"
77.1963,"Teatteri- ja näyttämötaiteen historia, Espanja"
77.197,"Teatteri- ja näyttämötaiteen historia, Itä-Eurooppa"
77.1971,"Teatteri- ja näyttämötaiteen historia, Venäjä. Ukraina. Valko-Venäjä. Moldova"
77.1981,"Teatteri- ja näyttämötaiteen historia, Aasia"
77.1982,"Teatteri- ja näyttämötaiteen historia, Afrikka"
77.1983,"Teatteri- ja näyttämötaiteen historia, Amerikka"
77.1985,"Teatteri- ja näyttämötaiteen historia, Australia ja Oseania"
77.2,Ilmaisutaito. Puhetaito. Lausuntataide
77.3,Tanssi
77.32,Tanssitaide
77.37,Seuratanssit. Tanssiurheilu
77.38,Kansantanssit. Kansantanhut
77.4,Elokuva. Elokuvataide
77.41,Elokuvatekniikka
77.411,Video- ja kaitafilmauksen tekniikka
77.43,Elokuvan lajit. Televisiosarjojen lajit
77.433,Animaatioelokuva
77.49,Elokuvan historia. Televisio-ohjelmien historia
77.492,"Elokuvan ja televisio-ohjelmien historia, Suomi"
77.493,"Elokuvan ja televisio-ohjelmien historia, Pohjoismaat"
77.494,"Elokuvan ja televisio-ohjelmien historia, Keski-Eurooppa"
77.4941,"Elokuvan ja televisio-ohjelmien historia, Saksa"
77.495,"Elokuvan ja televisio-ohjelmien historia, Iso-Britannia. Irlanti"
77.496,"Elokuvan ja televisio-ohjelmien historia, Etelä-Eurooppa"
77.4961,"Elokuvan ja televisio-ohjelmien historia, Ranska"
77.4962,"Elokuvan ja televisio-ohjelmien historia, Italia"
77.4963,"Elokuvan ja televisio-ohjelmien historia, Espanja"
77.497,"Elokuvan ja televisio-ohjelmien historia, Itä-Eurooppa"
77.4971,"Elokuvan ja televisio-ohjelmien historia, Venäjä. Ukraina. Valko-Venäjä. Moldova"
77.4981,"Elokuvan ja televisio-ohjelmien historia, Aasia"
77.4982,"Elokuvan ja televisio-ohjelmien historia, Afrikka"
77.4983,"Elokuvan ja televisio-ohjelmien historia, Amerikka"
77.4985,"Elokuvan ja televisio-ohjelmien historia, Australia ja Oseania"
78,MUSIIKKI
78.1,Musiikin tutkimus
78.11,Musiikin filosofia
78.114,Musiikin psykologia
78.12,Liturgisen musiikin tutkimus
78.13,Musiikin sosiologia
78.14,Etnomusikologia
78.15,Musiikin fysiologian tutkimus
78.16,Musiikkiteollisuus. Musiikkiteknologia
78.17,Musiikin estetiikka
78.18,Populaarimusiikin tutkimus
78.19,Musiikinhistorian tutkimus
78.2,Musiikin teoria
78.21,Rytmioppi
78.22,Säveloppi
78.23,Sointuoppi
78.24,Sävellysoppi
78.25,Muoto-oppi
78.26,Soitinnusoppi
78.27,Notaatio
78.28,Säveltapailu
78.29,Musiikin tulkinta
78.3,Laulumusiikki. Näyttämömusiikki. Liturginen musiikki
78.31,Laulukokoelmat
78.311,Lastenlaulut. Lastenmusiikki
78.3112,Suomenkieliset lastenlaulut
78.3113,Ruotsinkieliset lastenlaulut
78.3114,Saksankieliset lastenlaulut
78.3115,Englanninkieliset lastenlaulut
78.3116,"Ranskan-, italian-, espanjan- ja portugalinkieliset lastenlaulut"
78.3117,Venäjänkieliset lastenlaulut
78.3118,Muunkieliset lastenlaulut
78.312,Suomenkieliset sekasisältöiset laulukokoelmat
78.313,Ruotsinkieliset sekasisältöiset laulukokoelmat
78.314,Saksankieliset sekasisältöiset laulukokoelmat
78.315,Englanninkieliset sekasisältöiset laulukokoelmat
78.316,"Ranskan-, italian-, espanjan- ja portugalinkieliset sekasisältöiset laulukokoelmat"
78.317,Venäjänkieliset sekasisältöiset laulukokoelmat
78.318,Muunkieliset sekasisältöiset laulukokoelmat
78.32,Yksinlaulu
78.321,Yksinlaulu ilman säestystä
78.322,Yksinlaulu pianon tai muun sointusoittimen säestyksellä
78.323,Yksinlaulu jonkin muun soittimen tai soitinyhtyeen säestyksellä
78.324,Yksinlaulu orkesterin säestyksellä
78.33,Lauluyhtyeet (2-9 laulajaa)
78.331,Lauluyhtyeet ilman säestystä
78.332,Lauluyhtyeet pianon tai muun sointusoittimen säestyksellä
78.333,Lauluyhtyeet jonkin muun soittimen tai soitinyhtyeen säestyksellä
78.334,Lauluyhtyeet orkesterin säestyksellä
78.34,Kuorot (yli 9 laulajaa)
78.341,Kuorot ilman säestystä
78.3411,Sekakuorot
78.3412,Mieskuorot
78.3413,Naiskuorot
78.3414,Lapsi- ja nuorisokuorot
78.342,Kuorot pianon tai muun sointusoittimen säestyksellä
78.343,Kuorot jonkin muun soittimen tai soitinyhtyeen säestyksellä
78.344,Kuorot orkesterin säestyksellä
78.35,Näyttämömusiikki
78.351,Oopperat
78.3511,Oopperoiden soitinosat
78.3512,Oopperoiden solistiset lauluosat
78.3513,Oopperoiden kuoro-osat
78.352,Operetit. Musikaalit. Musiikkinäytelmät
78.355,"Elokuva-, televisio- ja videomusiikki"
78.356,Pelimusiikki
78.36,Oratoriot. Passiot. Messut. Kantaatit. Motetit
78.361,Oratoriot
78.362,Passiot
78.363,Messut. Requiemit
78.364,Kantaatit
78.365,Motetit
78.37,Liturginen musiikki
78.371,Protestanttisten kirkkojen liturginen musiikki
78.372,Roomalaiskatolisen kirkon liturginen musiikki
78.373,Ortodoksisen kirkon ja itämaisten kirkkojen liturginen musiikki
78.374,Juutalainen musiikki
78.375,Islamilainen musiikki
78.376,"Buddhalainen, hindulainen ja shintolainen musiikki"
78.379,Muiden uskontokuntien liturginen musiikki
78.38,Melodraamat
78.4,Etnomusiikki. Kansanmusiikki
78.41,"Etnomusiikki. Kansanmusiikki, Pohjoismaat"
78.42,"Etnomusiikki. Kansanmusiikki, Suomi"
78.421,Suomalainen etnomusiikki
78.4213,Suomenkieliset kansanlaulut
78.4215,Suomenkielisten alueiden pelimannimusiikki
78.422,Suomenruotsalainen etnomusiikki
78.4223,Suomen ruotsinkieliset kansanlaulut
78.4225,Ruotsinkielisten alueiden pelimannimusiikki
78.43,"Etnomusiikki. Kansanmusiikki, Pohjoismaat"
78.431,"Etnomusiikki. Kansanmusiikki, Ruotsi"
78.432,"Etnomusiikki. Kansanmusiikki, Norja"
78.433,"Etnomusiikki. Kansanmusiikki, Tanska"
78.434,"Etnomusiikki. Kansanmusiikki, Islanti"
78.44,"Etnomusiikki. Kansanmusiikki, Keski-Eurooppa"
78.441,"Etnomusiikki. Kansanmusiikki, Saksa"
78.443,"Etnomusiikki. Kansanmusiikki, Tsekki. Slovakia"
78.444,"Etnomusiikki. Kansanmusiikki, Itävalta"
78.445,"Etnomusiikki. Kansanmusiikki, Unkari"
78.446,"Etnomusiikki. Kansanmusiikki, Sveitsi. Liechtenstein"
78.448,"Etnomusiikki. Kansanmusiikki, Alankomaat. Belgia. Luxemburg"
78.45,"Etnomusiikki. Kansanmusiikki, Brittein saaret"
78.451,"Etnomusiikki. Kansanmusiikki, Englanti"
78.452,"Etnomusiikki. Kansanmusiikki, Wales"
78.453,"Etnomusiikki. Kansanmusiikki, Skotlanti"
78.457,"Etnomusiikki. Kansanmusiikki, Irlanti"
78.46,"Etnomusiikki. Kansanmusiikki, Etelä-Eurooppa"
78.461,"Etnomusiikki. Kansanmusiikki, Ranska"
78.462,"Etnomusiikki. Kansanmusiikki, Italia"
78.463,"Etnomusiikki. Kansanmusiikki, Espanja"
78.464,"Etnomusiikki. Kansanmusiikki, Portugali"
78.465,"Etnomusiikki. Kansanmusiikki, Malta"
78.468,"Etnomusiikki. Kansanmusiikki, Balkanin alue"
78.4681,"Etnomusiikki. Kansanmusiikki, Bulgaria"
78.4682,"Etnomusiikki. Kansanmusiikki, Romania"
78.4683,"Etnomusiikki. Kansanmusiikki, entisen Jugoslavian alue"
78.4684,"Etnomusiikki. Kansanmusiikki, Albania"
78.4685,"Etnomusiikki. Kansanmusiikki, Kreikka"
78.47,"Etnomusiikki. Kansanmusiikki, Itä-Eurooppa"
78.471,"Etnomusiikki. Kansanmusiikki, Venäjä"
78.4711,Venäjän alueella elävien suomensukuisten kansojen etnomusiikki
78.472,"Etnomusiikki. Kansanmusiikki, Baltian maat"
78.473,"Etnomusiikki. Kansanmusiikki, Puola"
78.474,"Etnomusiikki. Kansanmusiikki, Valko-Venäjä. Ukraina. Moldova"
78.475,"Etnomusiikki. Kansanmusiikki, Armenia. Azerbaidzan. Georgia"
78.48,"Etnomusiikki. Kansanmusiikki, Aasia. Afrikka. Amerikka. Australia"
78.481,"Etnomusiikki. Kansanmusiikki, Aasia"
78.4811,"Etnomusiikki. Kansanmusiikki, Etu-Aasia"
78.48111,"Etnomusiikki. Kansanmusiikki, Turkki"
78.48112,"Etnomusiikki. Kansanmusiikki, Israel"
78.48113,"Etnomusiikki. Kansanmusiikki, Syyria. Jordania. Libanon. Irak. Kuwait"
78.48114,"Etnomusiikki. Kansanmusiikki, Iran. Afganistan"
78.48115,"Etnomusiikki. Kansanmusiikki, Saudi-Arabia. Bahrain. Jemen. Oman. Qatar"
78.4812,"Etnomusiikki. Kansanmusiikki, Etelä-Aasia"
78.48121,"Etnomusiikki. Kansanmusiikki, Intia. Kashmir"
78.48122,"Etnomusiikki. Kansanmusiikki, Pakistan. Bangladesh"
78.48123,"Etnomusiikki. Kansanmusiikki, Himalajan alue"
78.48124,"Etnomusiikki. Kansanmusiikki, Sri Lanka. Malediivit"
78.4813,"Etnomusiikki. Kansanmusiikki, Kaakkois-Aasia"
78.48131,"Etnomusiikki. Kansanmusiikki, Myanmar"
78.48132,"Etnomusiikki. Kansanmusiikki, Thaimaa. Laos. Kambodza. Vietnam"
78.48133,"Etnomusiikki. Kansanmusiikki, Indonesia. Malesia. Brunei"
78.48134,"Etnomusiikki. Kansanmusiikki, Filippiinit"
78.4814,"Etnomusiikki. Kansanmusiikki, Keski-Aasia"
78.48141,"Etnomusiikki. Kansanmusiikki, Mongolia"
78.48142,"Etnomusiikki. Kansanmusiikki, Kazakstan. Kirgisia. Tadzikistan. Turkmenistan Uzbekistan"
78.4815,"Etnomusiikki. Kansanmusiikki, Siperia"
78.4816,"Etnomusiikki. Kansanmusiikki, Itä-Aasia"
78.48161,"Etnomusiikki. Kansanmusiikki, Kiina"
78.48162,"Etnomusiikki. Kansanmusiikki, Korea"
78.48163,Etnomusiikki. Kansanmusiikki. Japani
78.482,"Etnomusiikki. Kansanmusiikki, Afrikka"
78.4821,"Etnomusiikki. Kansanmusiikki, Pohjois-Afrikka"
78.4825,"Etnomusiikki. Kansanmusiikki, Länsi-Afrikka"
78.4826,"Etnomusiikki. Kansanmusiikki, Keski-Afrikka"
78.4827,"Etnomusiikki. Kansanmusiikki, Itä-Afrikka"
78.4828,"Etnomusiikki. Kansanmusiikki, Etelä-Afrikka"
78.4829,"Etnomusiikki. Kansanmusiikki, Afrikan saaret"
78.483,"Etnomusiikki. Kansanmusiikki, Amerikka"
78.4831,"Etnomusiikki. Kansanmusiikki, Pohjois-Amerikka"
78.48312,"Etnomusiikki. Kansanmusiikki, Yhdysvallat"
78.48313,"Etnomusiikki. Kansanmusiikki, Kanada"
78.4835,"Etnomusiikki. Kansanmusiikki, Väli-Amerikka"
78.48351,"Etnomusiikki. Kansanmusiikki, Meksiko"
78.48355,"Etnomusiikki. Kansanmusiikki, Muut Väli-Amerikan maat"
78.48356,"Etnomusiikki. Kansanmusiikki, Karibianmeren alue"
78.4838,"Etnomusiikki. Kansanmusiikki, Etelä-Amerikka"
78.48381,"Etnomusiikki. Kansanmusiikki, Venezuela. Guyana. Surinam. Ranskan Guayana"
78.48382,"Etnomusiikki. Kansanmusiikki, Kolumbia"
78.48383,"Etnomusiikki. Kansanmusiikki, Ecuador. Peru. Bolivia"
78.48385,"Etnomusiikki. Kansanmusiikki, Chile"
78.48386,"Etnomusiikki. Kansanmusiikki, Argentiina. Uruguay. Paraguay"
78.48388,"Etnomusiikki. Kansanmusiikki, Brasilia"
78.485,"Etnomusiikki. Kansanmusiikki, Australia ja Oseania"
78.4851,"Etnomusiikki. Kansanmusiikki, Australia. Tasmania"
78.4854,"Etnomusiikki. Kansanmusiikki, Uusi-Seelanti"
78.4856,"Etnomusiikki. Kansanmusiikki, Uusi-Guinea"
78.4857,"Etnomusiikki. Kansanmusiikki, Tyynenmeren saaret"
78.48575,"Etnomusiikki. Kansanmusiikki, Havaiji"
78.49,Useiden valtioiden alueelle ulottuvat etniset musiikkikulttuurit
78.491,"Etnomusiikki. Kansanmusiikki, Saamelaiset"
78.492,"Etnomusiikki. Kansanmusiikki, Romanit"
78.493,"Etnomusiikki. Kansanmusiikki, Juutalaiset"
78.494,"Etnomusiikki. Kansanmusiikki, Tataarit"
78.495,"Etnomusiikki. Kansanmusiikki, Kurdit"
78.496,"Etnomusiikki. Kansanmusiikki, Intiaanit"
78.497,"Etnomusiikki. Kansanmusiikki, Eskimot"
78.499,Muut useiden valtioiden alueelle ulottuvat musiikkikulttuurit
78.5,Yhtye- ja orkesterimusiikki
78.51,Yhtyeet (2-9 soittajaa)
78.511,Duot ilman pianoa tai muuta sointusoitinta
78.5111,Kaksi eri kosketin- ja/tai näppäilysoitinta
78.5112,Kaksi eri jousisoitinta
78.5113,Kaksi eri puhallinsoitinta
78.5119,Muut kahden eri soittimen kokoonpanot
78.512,Triot
78.5121,Kosketinsoitin ja kaksi jousisoitinta
78.5122,Kolme jousisoitinta
78.5123,Kolme puhallinsoitinta
78.5124,Puhallinsoitin ja kaksi jousisoitinta
78.5129,Muut kolmen soittimen kokoonpanot
78.513,Kvartetit
78.5131,Kosketinsoitin ja kolme jousisoitinta
78.5132,Neljä jousisoitinta
78.5133,Neljä puhallinsoitinta
78.5134,Puhallinsoitin ja kolme jousisoitinta
78.5139,Muut neljän eri soittimen kokoonpanot
78.514,Kvintetit
78.5141,Kosketinsoitin ja neljä jousisoitinta
78.5142,Viisi jousisoitinta
78.5143,Viisi puhallinsoitinta
78.5144,Puhallinsoitin ja neljä jousisoitinta
78.5145,Kosketinsoitin ja neljä puhallinsoitinta
78.5149,Muut viiden soittimen kokoonpanot
78.515,Sekstetit
78.516,Septetit
78.517,Oktetit
78.518,Nonetit
78.519,Kokoonpanoltaan poikkeukselliset yhtyeet
