notation,prefLabel
78.52,"Kamariorkesterit (yli 9, yleensä alle 25 soittajaa)"
78.521,Jousiorkesterit
78.522,Puhallinsoittimista koostuvat kamariorkesterit
78.53,Puhallinorkesterit (yli 25 soittajaa)
78.54,Orkesterit (yleensä enemmän kuin 25 soittajaa)
78.541,Sinfoniat
78.55,Konsertot
78.551,Concerto grossot. Sinfonia concertantet
78.552,Konsertot kahdelle soolosoittimelle
78.553,Konsertot kolmelle tai useammalle soolosoittimelle
78.554,Konsertot yhtyeelle
78.555,Konsertot orkesterille
78.556,Konsertot yhdelle kosketin- tai näppäilysoittimelle
78.5561,Konsertot pianolle
78.5562,Konsertot uruille
78.5563,Konsertot cembalolle
78.5564,Konsertot harpulle
78.5565,Konsertot kitaralle
78.5566,Konsertot harmonikalle
78.5569,Muut konsertot yhdelle kosketin- tai näppäilysoittimelle
78.557,Konsertot yhdelle jousisoittimelle
78.5571,Konsertot viululle
78.5572,Konsertot alttoviululle
78.5573,Konsertot sellolle
78.5574,Konsertot kontrabassolle
78.5579,Muut konsertot yhdelle jousisoittimelle
78.558,Konsertot yhdelle puhallinsoittimelle
78.5581,Konsertot huilulle
78.5582,Konsertot klarinetille. Konsertot saksofonille
78.5583,Konsertot oboelle
78.5584,Konsertot fagotille
78.5585,Konsertot trumpetille
78.5586,Konsertot käyrätorvelle
78.5589,Muut konsertot yhdelle puhallinsoittimelle
78.559,Konsertot muille soolosoittimille
78.6,Kosketinsoitinmusiikki. Näppäilysoitinmusiikki
78.61,Piano
78.611,Pianonsoiton opintoaineistoksi tarkoitettu musiikki (esim. etydit)
78.612,Piano neli- tai useampikätisesti soitettuna
78.613,Kaksi tai useampia pianoja
78.62,Urut
78.621,Urkujensoiton opintoaineistoksi tarkoitettu musiikki
78.622,Urut neli- ja useampikätisesti soitettuina
78.623,Kahdet tai useammat urut
78.63,Cembalo
78.631,Cembalonsoiton opintoaineistoksi tarkoitettu musiikki
78.632,Cembalo neli- tai useampikätisesti soitettuna
78.633,Kaksi tai useampia cembaloita
78.64,Harppu
78.641,Harpunsoiton opintoaineistoksi tarkoitettu musiikki
78.643,Kaksi tai useampia harppuja
78.65,Kitara
78.651,Kitaransoiton opintoaineistoksi tarkoitettu musiikki
78.653,Kaksi tai useampia kitaroita
78.66,Harmonikka
78.661,Harmonikan opintoaineistoksi tarkoitettu musiikki
78.663,Kaksi tai useampia harmonikkoja
78.67,Kantele
78.671,Kanteleensoiton opintoaineistoksi tarkoitettu musiikki
78.673,Kaksi tai useampia kanteleita
78.68,Muut kosketinsoittimet
78.681,Sähköurkujensoiton opintoaineistoksi tarkoitettu musiikki
78.682,Sähköurut neli- tai useampikätisesti soitettuina
78.683,Kahdet tai useammat sähköurut
78.69,Muut näppäilysoittimet
78.691,Muiden näppäilysoittimien soiton opintoaineistoksi tarkoitettu musiikki
78.693,Kaksi muuta (samaa) näppäilysoitinta tai useampia muita (samoja) näppäilysoittimia
78.7,Jousisoitinmusiikki
78.71,Viulu
78.711,Viulunsoiton opintoaineistoksi tarkoitettu musiikki
78.712,Viulu ilman säestystä
78.713,Kaksi tai useampia viuluja
78.72,Alttoviulu
78.721,Alttoviulunsoiton opintoaineistoksi tarkoitettu musiikki
78.722,Alttoviulu ilman säestystä
78.723,Kaksi tai useampia alttoviuluja
78.73,Sello
78.731,Sellonsoiton opintoaineistoksi tarkoitettu musiikki
78.732,Sello ilman säestystä
78.733,Kaksi tai useampia selloja
78.74,Kontrabasso
78.741,Kontrabassonsoiton opintoaineistoksi tarkoitettu musiikki
78.742,Kontrabasso ilman säestystä
78.743,Kaksi tai useampia kontrabassoja
78.79,Muut jousisoittimet pianon tai muun sointusoittimen säestyksellä
78.8,Puhallinsoitinmusiikki. Lyömäsoitinmusiikki. Muilla soittimilla esitetty musiikki. Elektroakustinen musiikki. Musiikkikulttuurien sulautumat. Populaarimusiikki
78.81,Huilu
78.811,Huilunsoiton opintoaineistoksi tarkoitettu musiikki
78.812,Huilu ilman säestystä
78.813,Kaksi tai useampia huiluja
78.82,Klarinetti
78.821,Klarinetinsoiton opintoaineistoksi tarkoitettu musiikki
78.822,Klarinetti ilman säestystä
78.823,Kaksi tai useampia klarinetteja
78.83,Oboe
78.831,Oboensoiton opintoaineistoksi tarkoitettu musiikki
78.832,Oboe ilman säestystä
78.833,Kaksi tai useampia oboeita
78.84,Fagotti
78.841,Fagotinsoiton opintoaineistoksi tarkoitettu musiikki
78.842,Fagotti ilman säestystä
78.843,Kaksi tai useampia fagotteja
78.85,Trumpetti
78.851,Trumpetinsoiton opintoaineistoksi tarkoitettu musiikki
78.852,Trumpetti ilman säestystä
78.853,Kaksi tai useampia trumpetteja
78.86,Muut vaskipuhaltimet pianon tai muun sointusoittimen säestyksellä
78.861,Muiden vaskipuhaltimien soiton opintoaineistoksi tarkoitettu musiikki
78.862,Muut vaskipuhaltimet ilman säestystä
78.863,Kaksi muuta (samaa) vaskipuhallinta tai useampia muita (samoja) vaskipuhaltimet
78.87,Lyömäsoittimet. Muut soittimet
78.871,Rummut. Symbaalit
78.872,Marimba. Patarummut
78.873,Huuliharppu. Melodica
78.874,Syntetisaattorit
78.875,Automaattisoittimet. Posetiivit. Soittorasiat
78.879,Muut soittimet
78.88,Elektroakustinen musiikki
78.89,Musiikkikulttuurien sulautumat. Populaarimusiikki
78.891,Popmusiikki
78.8911,Rock
78.89111,Rock and roll. Rockabilly
78.89112,Hard rock. Heavy metal
78.89113,Progressiivinen rock. Proge
78.8912,Folkmusiikki. Hootenanny. Folk rock
78.8913,Country
78.8914,Soul. Funk. Hip hop. Rap
78.89141,Soul. Funk
78.89142,Hip hop. Rap
78.8915,Reggae. Ska
78.8916,Elektroninen popmusiikki. Electronica. Ambient
78.89161,EDM (electronic dance music). Elekroninen tanssimusiikki
78.89162,Ambient. Downtempo
78.8917,Etninen popmusiikki
78.892,Blues. Jazz
78.8921,Blues
78.89211,Folk-blues. Country blues. Mississippi blues
78.89212,Barrelhouse piano. Boogie woogie
78.89213,City-blues. Chicago-blues
78.89214,Rhythm and blues. Doo wop
78.89215,Zydeco
78.8922,Jazz
78.89221,Traditionaalinen jazz
78.89222,Swing
78.89223,Bebop. Mainstream-jazz. Afrokuubalainen jazz
78.89224,Free jazz. Avantgarde jazz
78.89225,Third stream -jazz
78.89226,Fuusiomusiikki
78.89227,Etninen jazz
78.893,Viihdemusiikki
78.8931,Instrumentaalinen viihdemusiikki
78.8932,Suomenkielinen laulettu viihdemusiikki
78.8933,Ruotsinkielinen laulettu viihdemusiikki
78.8934,Saksankielinen laulettu viihdemusiikki
78.8935,Englanninkielinen laulettu viihdemusiikki
78.8936,"Ranskan-, italian-, espanja- ja portugalinkielinen laulettu viihdemusiikki"
78.8937,Venäjänkielinen laulettu viihdemusiikki
78.8938,Muilla kielillä laulettu viihdemusiikki
78.894,Laulelmamusiikki
78.8941,Kabaree. Revyy
78.8942,Suomenkielinen laulelmamusiikki
78.8943,Ruotsinkielinen laulelmamusiikki
78.8944,Saksankielen laulelmamusiikki
78.8945,Englanninkielinen laulelmamusiikki
78.8946,"Ranskan-, italian-, espanjan- ja portugalinkielinen laulelmamusiikki"
78.8947,Venäjänkielinen laulelmamusiikki
78.8948,Muunkielinen laulelmamusiikki
78.896,Hengellinen populaarimusiikki
78.8961,Spirituaalit. Gospelit
78.8962,Hengellinen pop- ja rockmusiikki
78.897,Maailmanmusiikki
78.898,New age -musiikki. Meditaatiomusiikki
78.9,Musiikin historia
78.91,Länsimaisen taidemusiikin historia
78.911,Vanhimpien kulttuurien musiikki. Antiikin ajan musiikki
78.912,Keskiajan musiikki (n. 1000-1400)
78.913,Renessanssin ajan musiikki (n. 1400-1600)
78.914,Barokkiajan musiikki (n. 1600-1750)
78.915,Klassismin ajan musiikki (n. 1750-1820)
78.916,Romantiikan ajan musiikki (n. 1820-1900)
78.917,1900- ja 2000-luvun musiikki
78.92,Suomen musiikin historia
78.93,Pohjoismaiden musiikin historia
78.94,Keski-Euroopan maiden musiikin historia
78.95,Brittein saarten musiikin historia
78.96,"Espanjan, Italian, Portugalin ja Ranskan musiikin historia"
78.97,Muiden Euroopan maiden musiikin historia
78.98,Muiden maanosien maiden musiikin historia
78.99,Henkilöhistoria
78.991,Länsimaisen taidemusiikin edustajat
78.992,Etnomusiikin edustajat
78.993,Populaarimusiikin edustajat
79,LIIKUNTA. URHEILU. LEIKIT. HUVIT
79.1,Liikunta. Urheilu
79.11,Yleisurheilu
79.12,Talviurheilu
79.13,Uinti. Sukellus. Lainelautailu
79.14,Soutu. Melonta. Purjehdus
79.15,Hevosurheilu. Ratsastus
79.16,Miekkailu
79.17,Ammunta
79.18,Voimailu. Kehonrakennus. Fitness-urheilu
79.181,Itämaisperäiset lajit ja kamppailulajit
79.182,Paini
79.183,Nyrkkeily
79.184,Painonnosto
79.19,Pyöräily
79.2,Voimistelu
79.3,Palloilu
79.31,Jalkapallo
79.32,Pesäpallo
79.33,Koripallo. Käsipallo. Lentopallo
79.34,Golf
79.35,Tennis
79.36,Keilailu
79.37,Jääkiekko. Jääpallo
79.4,Retkeily. Ulkoilu
79.42,Suunnistus
79.43,Vuorikiipeily
79.5,Lentourheilu. Moottoriurheilu
79.51,Lentourheilu
79.52,Autourheilu
79.53,Moottoripyöräurheilu
79.55,Moottoriveneurheilu
79.6,Kuntoliikunta. Kuntourheilu
79.7,Muut urheilu- ja liikuntamuodot
79.8,Pelit. Leikit. Keräily
79.81,Pelit
79.811,Shakki
79.812,Korttipelit
79.813,Seurapelit. Seikkailupelit. Roolipelit
79.814,Tietokilpailut. Päättelytehtävät
79.815,Liveroolipelit. Larppaus
79.84,Leikit
79.85,Taikatemput
79.86,Keräily
79.9,Julkiset huvit
79.91,Sirkus
79.92,Arpajaiset. Veikkaus. Uhkapeli
8,KAUNOKIRJALLISUUS. KIRJALLISUUSTIEDE. KIELITIEDE
80,KAUNOKIRJALLISET SEKASISÄLTÖISET TEOKSET
80.2,Suomenkieliset kaunokirjalliset sekasisältöiset teokset
80.21,Meänkieliset kaunokirjalliset sekasisältöiset teokset
80.22,Kveeninkieliset kaunokirjalliset sekasisältöiset teokset
80.23,Vironkieliset kaunokirjalliset sekasisältöiset teokset
80.24,Muilla itämerensuomalaisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.25,Muilla suomalais-ugrilaisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.251,Unkarinkieliset kaunokirjalliset sekasisältöiset teokset
80.252,Saamenkieliset kaunokirjalliset sekasisältöiset teokset
80.3,Pohjoismaisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.31,Ruotsinkieliset kaunokirjalliset sekasisältöiset teokset
80.32,Norjankieliset kaunokirjalliset sekasisältöiset teokset
80.33,Tanskankieliset kaunokirjalliset sekasisältöiset teokset
80.34,Islanninkieliset kaunokirjalliset sekasisältöiset teokset
80.35,Fäärinkieliset kaunokirjalliset sekasisältöiset teokset
80.4,Saksankieliset kaunokirjalliset sekasisältöiset teokset
80.43,Friisinkieliset kaunokirjalliset sekasisältöiset teokset
80.48,Hollanninkieliset kaunokirjalliset sekasisältöiset teokset
80.5,Englanninkieliset kaunokirjalliset sekasisältöiset teokset
80.6,Romaanisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokse
80.61,Ranskankieliset kaunokirjalliset sekasisältöiset teokset
80.62,Italiankieliset kaunokirjalliset sekasisältöiset teokset
80.63,Espanjankieliset kaunokirjalliset sekasisältöiset teokset
80.64,Portugalinkieliset kaunokirjalliset sekasisältöiset teokset
80.65,Romaniankieliset kaunokirjalliset sekasisältöiset teokset
80.67,Muilla romaanisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.7,Slaavilaisilla ja balttilaisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.71,Venäjänkieliset kaunokirjalliset sekasisältöiset teokset
80.72,Ukrainan- ja valkovenäjänkieliset kaunokirjalliset sekasisältöiset teokset
80.73,Puolankieliset kaunokirjalliset sekasisältöiset teokset
80.74,Tsekinkieliset kaunokirjalliset sekasisältöiset teokset
80.75,Slovakinkieliset kaunokirjalliset sekasisältöiset teokset
80.76,Eteläslaavilaisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.761,Bulgariankieliset kaunokirjalliset sekasisältöiset teokset
80.762,Makedoniankieliset kaunokirjalliset sekasisältöiset teokset
80.763,Sloveeninkieliset kaunokirjalliset sekasisältöiset teokset
80.764,Serbiankieliset kaunokirjalliset sekasisältöiset teokset
80.765,Kroaatinkieliset kaunokirjalliset sekasisältöiset teokset
80.766,Bosniankieliset kaunokirjalliset sekasisältöiset teokset
80.78,Balttilaisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.781,Latviankieliset kaunokirjalliset sekasisältöiset teokset
80.782,Liettuankieliset kaunokirjalliset sekasisältöiset teokset
80.8,Muilla indoeurooppalaisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.81,Kreikankieliset kaunokirjalliset sekasisältöiset teokset
80.812,Nykykreikankieliset kaunokirjalliset sekasisältöiset teokset
80.82,Latinankieliset kaunokirjalliset sekasisältöiset teokset
80.83,Indoiraanisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.831,Persiankieliset kaunokirjalliset sekasisältöiset teokset
80.832,Kurdinkieliset kaunokirjalliset sekasisältöiset teokset
80.84,Albaniankieliset kaunokirjalliset sekasisältöiset teokset
80.88,Kelttiläisillä kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.9,Muilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.91,Turkinkieliset kaunokirjalliset sekasisältöiset teokset
80.92,Seemiläisillä kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.922,Hepreankieliset kaunokirjalliset sekasisältöiset teokset
80.923,Arabiankieliset kaunokirjalliset sekasisältöiset teokset
80.93,Haamilaisilla kielillä julkaistut ja somalinkieliset kaunokirjalliset sekasisältöiset teokset
80.94,Tiibetiläis-burmalaisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
80.943,Kiinankieliset kaunokirjalliset sekasisältöiset teokset
80.946,"Thainkieliset, kaunokirjalliset sekasisältöiset teokset"
80.948,Vietnaminkieliset kaunokirjalliset sekasisältöiset teokset
80.95,Japanin- ja koreankieliset kaunokirjalliset sekasisältöiset teokset
80.951,Japaninkieliset kaunokirjalliset sekasisältöiset teokset (80.951)
80.955,Koreankieliset kaunokirjalliset sekasisältöiset teokset (80.955)
80.96,"Afrikkalaisilla kielillä julkaistut, kaunokirjalliset sekasisältöiset teokset"
80.98,"Eskimo- ja intiaanikielillä julkaistut, kaunokirjalliset sekasisältöiset teokset"
80.99,"Muilla ei-indoeurooppalaisilla kielillä julkaistut, kaunokirjalliset sekasisältöiset teokset"
80.991,Keinotekoisilla kielillä julkaistut kaunokirjalliset sekasisältöiset teokset
81,KANSANRUNOUS
81.2,Kansansadut. Kansantarinat
81.3,Sananlaskut. Arvoitukset. Vertaukset. Kaskut
81.4,Kansaneepokset
82,RUNOT
82.2,Suomenkieliset runot
82.21,Meänkieliset runot
82.22,Kveeninkieliset runot
82.23,Vironkieliset runot
82.24,Muilla itämerensuomalaisilla kielillä julkaistut runot
82.25,Muilla suomalais-ugrilaisilla kielillä julkaistut runot
82.251,Unkarinkieliset runot
82.252,Saamenkieliset runot
82.3,Pohjoismaisilla kielillä julkaistut runot
82.31,Ruotsinkieliset runot
82.32,Norjankieliset runot
82.33,Tanskankieliset runot
82.34,Islanninkieliset runot
82.35,Fäärinkieliset runot
82.4,Saksankieliset runot
82.43,Friisinkieliset runot
82.48,Hollanninkieliset runot
82.5,Englanninkieliset runot
82.6,Romaanisilla kielillä julkaistut runot
82.61,Ranskankieliset runot
82.62,Italiankieliset runot
82.63,Espanjankieliset runot
82.64,Portugalinkieliset runot
82.65,Romaniankieliset runot
82.67,Muilla romaanisilla kielillä julkaistut runot
82.7,Slaavilaisilla ja balttilaisilla kielillä julkaistut runot
82.71,Venäjänkieliset runot
82.72,Ukrainankieliset runot. Valkovenäjänkieliset runot
82.73,Puolankieliset runot
82.74,Tsekinkinkieliset runot
82.75,Slovakinkieliset runot
82.76,Eteläslaavilaisilla kielillä julkaistut runot
82.761,Bulgariankieliset runot
82.762,Makedoniankieliset runot
82.763,Sloveeninkieliset runot
82.764,Serbiankieliset runot
82.765,Kroaatinkieliset runot
82.766,Bosniankieliset runot
82.78,Balttilaisilla kielillä julkaistut runot
82.781,Latviankieliset runot
82.782,Liettuankieliset runot
82.8,Muilla indoeurooppalaisilla kielillä julkaistut runot
82.81,Kreikankieliset runot
82.812,Nykykreikankieliset runot
82.82,Latinankieliset runot
82.83,Indoiraanisilla kielillä julkaistut runot
82.831,Persiankieliset runot
82.832,Kurdinkieliset runot
82.84,Albaniankieliset runot
82.88,Kelttiläisillä kielillä julkaistut runot
82.9,Muilla kielillä julkaistut runot
82.91,Turkinkieliset runot
82.92,Seemiläisillä kielillä julkaistut runot
82.922,Hepreankieliset runot
82.923,Arabiankieliset runot
82.93,Haamilaisilla kielillä julkaistut runot. Somalinkieliset runot
82.94,Tiibetiläis-burmalaisilla kielillä julkaistut runot
82.943,Kiinankieliset runot
82.946,Thainkieliset runot
82.948,Vietnaminkieliset runot
82.95,Japaninkieliset runot. Koreankieliset runot
82.951,Japaninkieliset runot
82.955,Koreankieliset runot
82.96,Afrikkalaisilla kielillä julkaistut runot
82.98,Eskimo- ja intiaanikielillä julkaistut runot
82.99,Muilla ei-indoeurooppalaisilla kielillä julkaistut runot
82.991,Keinotekoisilla kielillä julkaistut runot
83,NÄYTELMÄT
83.2,Suomenkieliset näytelmät
83.21,Meänkieliset näytelmät
83.22,Kveeninkieliset näytelmät
83.23,Vironkieliset näytelmät
83.24,Muilla itämerensuomalaisilla kielillä julkaistut näytelmät
83.25,Muilla suomalais-ugrilaisilla kielillä julkaistut näytelmät
83.251,Unkarinkieliset näytelmät
83.252,Saamenkieliset näytelmät
83.3,Pohjoismaisilla kielillä julkaistut näytelmät
83.31,Ruotsinkieliset näytelmät
83.32,Norjankieliset näytelmät
83.33,Tanskankieliset näytelmät
83.34,Islanninkieliset näytelmät
83.35,Fäärinkieliset näytelmät
83.4,Saksankieliset näytelmät
83.43,Friisinkieliset näytelmät
83.48,Hollanninkieliset näytelmät
83.5,Englanninkieliset näytelmät
83.6,Romaanisilla kielillä julkaistut näytelmät
83.61,Ranskankieliset näytelmät
83.62,Italiankieliset näytelmät
83.63,Espanjankieliset näytelmät
83.64,Portugalinkieliset näytelmät
83.65,Romaniankieliset näytelmät
83.67,Muilla romaanisilla kielillä julkaistut näytelmät
83.7,Slaavilaisilla ja balttilaisilla kielillä julkaistut näytelmät
83.71,Venäjänkieliset näytelmät
83.72,Ukrainankieliset näytelmät. Valkovenäjänkieliset näytelmät
83.73,Puolankieliset näytelmät
83.74,Tsekinkieliset näytelmät
83.75,Slovakinkieliset näytelmät
83.76,Eteläslaavilaisilla kielillä julkaistut näytelmät
83.761,Bulgariankieliset näytelmät
83.762,Makedoniankieliset näytelmät
83.763,Sloveeninkieliset näytelmät
83.764,Serbiankieliset näytelmät
83.765,Kroaatinkieliset näytelmät
83.766,Bosniankieliset näytelmät
83.78,Balttilaisilla kielillä julkaistut näytelmät
83.781,Latviankieliset näytelmät
83.782,Liettuankieliset näytelmät
83.8,Muilla indoeurooppalaisilla kielillä julkaistut näytelmät
83.81,Kreikankieliset näytelmät
83.812,Nykykreikankieliset näytelmät
83.82,Latinankieliset näytelmät
83.83,Indoiraanisilla kielillä julkaistut näytelmät
83.831,Persiankieliset näytelmät
83.832,Kurdinkieliset näytelmät
83.84,Albaniankieliset näytelmät
83.88,Kelttiläisillä kielillä julkaistut näytelmät
83.9,Muilla kielillä julkaistut näytelmät
83.91,Turkinkieliset näytelmät
83.92,Seemiläisillä kielillä julkaistut näytelmät
83.922,Hepreankieliset näytelmät
83.923,Arabiankieliset näytelmät
83.93,Haamilaisilla kielillä julkaistut näytelmät. Somalinkieliset näytelmät
83.94,Tiibetiläis-burmalaisilla kielillä julkaistut näytelmät
83.943,Kiinankieliset näytelmät
83.946,Thainkieliset näytelmät
83.948,Vietnaminkieliset näytelmät
83.95,Japanin- ja koreankieliset näytelmät
83.951,Japaninkieliset näytelmät
83.955,Koreankieliset näytelmät
83.96,Afrikkalaisilla kielillä julkaistut näytelmät
83.98,Eskimo- ja intiaanikielillä julkaistut näytelmät
83.99,Muilla ei-indoeurooppalaisilla kielillä julkaistut näytelmät
83.991,Keinotekoisilla kielillä julkaistut näytelmät
84,KERTOMAKIRJALLISUUS
84.2,Suomenkielinen kertomakirjallisuus
84.21,Meänkielinen kertomakirjallisuus
84.22,Kveeninkielinen kertomakirjallisuus
84.23,Vironkielinen kertomakirjallisuus
84.24,Muilla itämerensuomalaisilla kielillä julkaistu kertomakirjallisuus
84.25,Muilla suomalais-ugrilaisilla kielillä julkaistu kertomakirjallisuus
84.251,Unkarinkielinen kertomakirjallisuus
84.252,Saamenkielinen kertomakirjallisuus
84.3,Pohjoismaisilla kielillä julkaistu kertomakirjallisuus
84.31,Ruotsinkielinen kertomakirjallisuus
84.32,Norjankielinen kertomakirjallisuus
84.33,Tanskankielinen kertomakirjallisuus
84.34,Islanninkielinen kertomakirjallisuus
84.35,Fäärinkielinen kertomakirjallisuus
84.4,Saksankielinen kertomakirjallisuus
84.43,Friisinkielinen kertomakirjallisuus
84.48,Hollanninkielinen kertomakirjallisuus
84.5,Englanninkielinen kertomakirjallisuus
84.6,Romaanisilla kielillä julkaistu kertomakirjallisuus
84.61,Ranskankielinen kertomakirjallisuus
84.62,Italiankielinen kertomakirjallisuus
84.63,Espanjankielinen kertomakirjallisuus
84.64,Portugalinkielinen kertomakirjallisuus
84.65,Romaniankielinen kertomakirjallisuus
84.67,Muilla romaanisilla kielillä julkaistu kertomakirjallisuus
84.7,Slaavilaisilla ja balttilaisilla kielillä julkaistu kertomakirjallisuus
84.71,Venäjänkielinen kertomakirjallisuus
84.72,Ukrainankielinen kertomakirjallisuus. Valkovenäjänkielinen kertomakirjallisuus
84.73,Puolankielinen kertomakirjallisuus
84.74,Tsekinkielinen kertomakirjallisuus
84.75,Slovakinkielinen kertomakirjallisuus
84.76,Eteläslaavilaisilla kielillä julkaistu kertomakirjallisuus
84.761,Bulgariankielinen kertomakirjallisuus
84.762,Makedoniankielinen kertomakirjallisuus
84.763,Sloveeninkielinen kertomakirjallisuus
84.764,Serbiankielinen kertomakirjallisuus
84.765,Kroaatinkielinen kertomakirjallisuus
84.766,Bosniankielinen kertomakirjallisuus
84.78,Balttilaisilla kielillä julkaistu kertomakirjallisuus
84.781,Latviankielinen kertomakirjallisuus
84.782,Liettuankielinen kertomakirjallisuus
84.8,Muilla indoeurooppalaisilla kielillä julkaistu kertomakirjallisuus
84.81,Kreikankielinen kertomakirjallisuus
84.812,Nykykreikankielinen kertomakirjallisuus
84.82,Latinankielinen kertomakirjallisuus
84.83,Indoiraanisilla kielillä julkaistu kertomakirjallisuus
84.831,Persiankielinen kertomakirjallisuus
84.832,Kurdinkielinen kertomakirjallisuus
84.84,Albaniankielinen kertomakirjallisuus
84.88,Kelttiläisillä kielillä julkaistu kertomakirjallisuus
84.9,Muilla kielillä julkaistu kertomakirjallisuus
84.91,Turkinkielinen kertomakirjallisuus
84.92,Seemiläisillä kielillä julkaistu kertomakirjallisuus
84.922,Hepreankielinen kertomakirjallisuus
84.923,Arabiankielinen kertomakirjallisuus
84.93,Haamilaisilla kielillä julkaistu kertomakirjallisuus. Somalinkielinen kertomakirjallisuus
84.94,Tiibetiläis-burmalaisilla kielillä julkaistu kertomakirjallisuus
84.943,Kiinankielinen kertomakirjallisuus
84.946,Thainkielinen kertomakirjallisuus
84.948,Vietnaminkielinen kertomakirjallisuus
84.95,Japanin- ja koreankielinen kertomakirjallisuus
84.951,Japaninkielinen kertomakirjallisuus
84.955,Koreankielinen kertomakirjallisuus
84.96,Afrikkalaisilla kielillä julkaistu kertomakirjallisuus
84.98,Eskimo- ja intiaanikielillä julkaistu kertomakirjallisuus
84.99,Muilla ei-indoeurooppalaisilla kielillä julkaistu kertomakirjallisuus
84.991,Keinotekoisilla kielillä julkaistu kertomakirjallisuus
85,SADUT. KUVAKIRJAT. SARJAKUVAT
85.1,SADUT
85.12,Suomenkieliset sadut
85.121,Meänkieliset sadut
85.122,Kveeninkieliset sadut
85.123,Vironkieliset sadut
85.124,Muilla itämerensuomalaisilla kielillä julkaistut sadut
85.125,Muilla suomalais-ugrilaisilla kielillä julkaistut sadut
85.1251,Unkarinkieliset sadut
85.1252,Saamenkieliset sadut
85.13,Pohjoismaisilla kielillä julkaistut sadut
85.131,Ruotsinkieliset sadut
85.132,Norjankieliset sadut
85.133,Tanskankieliset sadut
85.134,Islanninkieliset sadut
85.135,Fäärinkieliset sadut
85.14,Saksankieliset sadut
85.143,Friisinkieliset sadut
85.148,Hollanninkieliset sadut
85.15,Englanninkieliset sadut
85.16,Romaanisilla kielillä julkaistut sadut
85.161,Ranskankieliset sadut
85.162,Italiankieliset sadut
85.163,Espanjankieliset sadut
85.164,Portugalinkieliset sadut
85.165,Romaniankieliset sadut
85.167,Muilla romaanisilla kielillä julkaistut sadut
85.17,Slaavilaisilla ja balttilaisilla kielillä julkaistut sadut
85.171,Venäjänkieliset sadut
85.172,Ukrainankieliset sadut. Valkovenäjänkieliset sadut
85.173,Puolankieliset sadut
85.174,Tsekinkieliset sadut
85.175,Slovakinkieliset sadut
85.176,Eteläslaavilaisilla kielillä julkaistut sadut
85.1761,Bulgariankieliset sadut
85.1762,Makedoniankieliset sadut
85.1763,Sloveeninkieliset sadut
85.1764,Serbiankieliset sadut
85.1765,Kroaatinkieliset sadut
85.1766,Bosniankieliset sadut
85.178,Balttilaisilla kielillä julkaistut sadut
85.1781,Latviankieliset sadut
85.1782,Liettuankieliset sadut
85.18,Muilla indoeurooppalaisilla kielillä julkaistut sadut
85.181,Kreikankieliset sadut
85.1812,Nykykreikankieliset sadut
85.182,Latinankieliset sadut
85.183,Indoiraanisilla kielillä julkaistut sadut
85.1831,Persiankieliset sadut
85.1832,Kurdinkieliset sadut
85.184,Albaniankieliset sadut
85.188,Kelttiläisillä kielillä julkaistut sadut
85.19,Muilla kielillä julkaistut sadut
85.191,Turkinkieliset sadut
85.192,Seemiläisillä kielillä julkaistut sadut
85.1922,Hepreankieliset sadut
85.1923,Arabiankieliset sadut
85.193,Haamilaisilla kielillä julkaistut sadut. Somalinkieliset sadut
85.194,Tiibetiläis-burmalaisilla kielillä julkaistut sadut
85.1943,Kiinankieliset sadut
85.1946,Thainkieliset sadut
85.1948,Vietnaminkieliset sadut
85.195,Japanin- ja koreankieliset sadut
85.1951,Japaninkieliset sadut
85.1955,Koreankieliset sadut
85.196,Afrikkalaisilla kielillä julkaistut sadut
85.198,Eskimo- ja intiaanikielillä julkaistut sadut
85.199,Muilla ei-indoeurooppalaisilla kielillä julkaistut sadut
85.1991,Keinotekoisilla kielillä julkaistut sadut
85.2,KUVAKIRJAT
85.22,Suomenkieliset kuvakirjat
85.221,Meänkieliset kuvakirjat
85.222,Kveeninkieliset kuvakirjat
85.223,Vironkieliset kuvakirjat
85.224,Muilla itämerensuomalaisilla kielillä julkaistut kuvakirjat
85.225,Muilla suomalais-ugrilaisilla kielillä julkaistut kuvakirjat
85.2251,Unkarinkieliset kuvakirjat
85.2252,Saamenkieliset kuvakirjat
85.23,Pohjoismaisilla kielillä julkaistut kuvakirjat
85.231,Ruotsinkieliset kuvakirjat
85.232,Norjankieliset kuvakirjat
85.233,Tanskankieliset kuvakirjat
85.234,Islanninkieliset kuvakirjat
