notation,prefLabel
785.622,Konsertot kolmelle tai useammalle soittimelle
785.623,Konsertot kahdelle soittimelle
785.624,Konsertot yhdelle kosketinsoittimelle
785.6241,Pianokonsertot
785.6242,Cembalokonsertot
785.6243,Urkukonsertot
785.6249,Konsertot muille kosketinsoittimille
785.625,Konsertot yhdelle näppäinsoittimelle
785.6251,Harppukonsertot
785.6253,Kitarakonsertot
785.6255,Luuttukonsertot
785.6256,Mandoliinikonsertot
785.6259,Konsertot muille näppäinsoittimille
785.626,Konsertot yhdelle jousisoittimelle
785.6261,Viulukonsertot
785.6262,Alttoviulukonsertot
785.6263,Sellokonsertot
785.6264,Kontrabassokonsertot
785.6269,Konsertot muille jousisoittimille
785.627,Konsertot yhdelle puupuhaltimelle
785.6271,Huilukonsertot
785.6272,Nokkahuilukonsertot
785.6273,Klarinettikonsertot
785.6274,Saksofonikonsertot
785.6275,Oboekonsertot
785.6276,Fagottikonsertot
785.6279,Konsertot muille puupuhaltimille
785.628,Konsertot yhdelle vaskipuhaltimelle
785.6281,Käyrätorvikonsertot
785.6282,Trumpettikonsertot
785.6285,Pasuunakonsertot
785.6286,Tuubakonsertot
785.6289,Konsertot muille vaskipuhaltimille
785.629,Konsertot muille soolosoittimille
785.7,Elektroakustinen musiikki
786,Soitinmusiikki. Soittimet
786.1,Kosketinsoittimet
786.11,Piano
786.111,"Koulut, harjoituskappaleet ja -etydit"
786.113,Nelikätinen pianomusiikki
786.12,Cembalo
786.121,"Koulut, harjoituskappaleet ja -etydit"
786.13,Urut
786.131,"Koulut, harjoituskappaleet ja -etydit"
786.14,Sähköurut ja muut sähköiset kosketinsoittimet
786.141,"Koulut, harjoituskappaleet ja -etydit"
786.15,Harmoni
786.151,"Koulut, harjoituskappaleet ja -etydit"
786.16,Harmonikka
786.161,"Koulut, harjoituskappaleet ja -etydit"
786.19,Muut kosketinsoittimet
786.2,Näppäinsoittimet
786.21,Harppu
786.211,"Koulut, harjoituskappaleet ja -etydit"
786.22,Kantele
786.221,"Koulut, harjoituskappaleet ja -etydit"
786.23,Kitara
786.231,"Koulut, harjoituskappaleet ja -etydit"
786.24,Sähkökitara
786.241,"Koulut, harjoituskappaleet ja -etydit"
786.25,Luuttu
786.251,"Koulut, harjoituskappaleet ja -etydit"
786.26,Mandoliini
786.261,"Koulut, harjoituskappaleet ja -etydit"
786.27,Balalaikka
786.271,"Koulut, harjoituskappaleet ja -etydit"
786.28,Sähköbasso
786.281,"Koulut, harjoituskappaleet ja -etydit"
786.29,Muut näppäinsoittimet
786.3,Jousisoittimet
786.31,Viulu
786.311,"Koulut, harjoituskappaleet ja -etydit"
786.312,Sooloviulu
786.32,Alttoviulu
786.321,"Koulut, harjoituskappaleet ja -etydit"
786.322,Sooloalttoviulu
786.33,Sello
786.331,"Koulut, harjoituskappaleet ja -etydit"
786.332,Soolosello
786.34,Kontrabasso
786.341,"Koulut, harjoituskappaleet ja -etydit"
786.342,Soolokontrabasso
786.39,Muut jousisoittimet
786.4,Puupuhaltimet
786.41,Huilu. Piccolo
786.411,"Koulut, harjoituskappaleet ja -etydit"
786.412,Soolohuilu
786.42,Nokkahuilu
786.421,"Koulut, harjoituskappaleet ja -etydit"
786.422,Soolonokkahuilu
786.43,Klarinetti
786.431,"Koulut, harjoituskappaleet -etydit"
786.432,Sooloklarinetti
786.44,Saksofoni
786.441,"Koulut, harjoituskappaleet ja -etydit"
786.442,Soolosaksofoni
786.45,Oboe. Englannintorvi
786.451,"Koulut, harjoituskappaleet ja -etydit"
786.452,Soolo-oboe. Sooloenglannintorvi
786.46,Fagotti
786.461,"Koulut, harjoituskappaleet ja -etydit"
786.462,Soolofagotti
786.49,Muut puupuhaltimet
786.5,Vaskipuhaltimet
786.51,Käyrätorvi
786.511,"Koulut, harjoituskappaleet ja -etydit"
786.512,Soolokäyrätorvi
786.52,Trumpetti
786.521,"Koulut, harjoituskappaleet ja -etydit"
786.522,Soolotrumpetti
786.53,Pasuuna
786.531,"Koulut, harjoituskappaleet ja -etydit"
786.532,Soolopasuuna
786.54,Tuuba
786.541,"Koulut, harjoituskappaleet ja -etydit"
786.542,Soolotuuba
786.59,Muut vaskipuhaltimet
786.6,Muut puhallinsoittimet
786.61,"Koulut, harjoituskappaleet ja -etydit"
786.7,Lyömä- ja hankaussoittimet
786.71,"Koulut, harjoituskappaleet ja -etydit"
786.8,Elektroniset soittimet
786.9,Muut soittimet
787,"Tiettyyn tilanteeseen, aiheeseen tai asiaan liittyvä musiikki"
787.1,Kristillisten kirkkojen musiikki
787.11,Protestanttinen musiikki
787.111,Virret. Hengelliset laulut
787.112,Nuorten hengellinen musiikki
787.113,Spirituaalit. Gospel-musiikki
787.12,Roomalaiskatolinen musiikki
787.13,Ortodoksinen musiikki
787.19,Muiden kristillisten kirkkojen musiikki
787.2,Ei-kristillisten uskontojen musiikki
787.21,Itämaisten uskontojen musiikki
787.22,Juutalaisten uskonnollinen musiikki
787.23,Islamilaisten uskonnollinen musiikki
787.29,Muiden uskontojen musiikki
787.3,Juhlamusiikki
787.31,Juhlapäiviin liittyvä musiikki
787.311,Joulumusiikki
787.32,Kansallishymnit. Kansallislaulut. Maakuntalaulut
787.34,Sotilasmusiikki
787.4,Yhteiskunnallinen ja poliittinen musiikki
787.5,Työlaulut. Eri ammatteihin liittyvä musiikki
787.8,Huumorimusiikki. Musikaaliset parodiat
787.9,"Muu tiettyyn tilanteeseen, aiheeseen tai asiaan liittyvä musiikki"
788,Populaarimusiikki
788.1,Blues. Soul
788.11,Blues
788.12,Soul. Funk. R&B
788.13,Rap. Hip hop
788.14,Reggae. Ska
788.15,Zydeco
788.2,Jazz
788.21,Moderni jazz
788.211,Bebop. Mainstream. Latin jazz
788.212,Third stream jazz
788.213,Free jazz. Avantgarde jazz
788.214,Fuusiomusiikki. Rockjazz. Popjazz. Jazzrock
788.215,Etninen jazz
788.22,Swing. Traditionaalinen jazz
788.221,Swing
788.222,Traditionaalinen jazz
788.3,Folk. Country. Rock. Pop
788.32,Folk. Country
788.321,Folk. Hootenanny
788.322,Country
788.33,Rock. Pop
788.331,Rock and roll. Rockabilly
788.332,Heavy rock. Hard rock
788.333,Elektroninen popmusiikki. Electronica
788.334,Progressiivinen rock. Psykedeelinen rock
788.335,Punk rock. Uusi aalto. Post-punk
788.4,Viihdemusiikki
788.41,Suomenkielinen viihdemusiikki
788.42,"Ruotsin-, tanskan- ja norjankielinen viihdemusiikki"
788.43,Saksankielinen viihdemusiikki
788.44,Englanninkielinen viihdemusiikki
788.45,Ranskankielinen viihdemusiikki
788.46,Italiankielinen viihdemusiikki
788.47,"Venäjän-, valkovenäjän- ja ukrainankielinen viihdemusiikki"
788.48,Espanjankielinen viihdemusiikki
788.49,Muunkielinen viihdemusiikki
788.491,Kreikankielinen viihdemusiikki
788.492,Portugalinkielinen viihdemusiikki
788.493,Vironkielinen viihdemusiikki
788.6,Lastenmusiikki
788.8,Maailmanmusiikki. Etninen pop  ja viihdemusiikki
788.81,Eurooppalainen maailmanmusiikki. Europpalainen etninen pop ja viihdemusikki
788.82,Arabialainen maailmanmusiikki. Arabialainen etninen pop ja viihdemusiikki
788.83,Afrikkalainen maailmanmusiikki. Afrikkalainen etninen pop ja viihdemusiikki
788.84,Aasialainen maailmanmusiikki. Aasialainen etninen pop ja viihdemusiikki
788.9,New Age -musiikki. Rentoutusmusiikki
789,Musiikin historia
789.1,Tyylikausien historia
789.11,Varhaiskansojen musiikki
789.12,Keskiajan musiikki
789.13,Renessanssimusiikki
789.14,Barokkimusiikki
789.15,Klassismin musiikki
789.16,Romantiikan musiikki
789.17,1900-luvun musiikki. 2000-luvun musiikki
789.2,Eurooppa
789.21,Pohjoismaat. Baltian maat
789.211,Suomi
789.212,Ruotsi
789.213,Norja
789.214,Tanska
789.215,Islanti
789.216,Baltian maat
789.2161,Viro
789.2162,Latvia
789.2163,Liettua
789.22,Keski-Eurooppa
789.221,Saksa
789.222,Itävalta
789.223,Sveitsi
789.225,Benelux-maat
789.2251,Belgia
789.2252,Alankomaat
789.23,Brittein saaret
789.234,Irlanti
789.24,Länsi- ja Lounais-Eurooppa
789.241,Ranska
789.242,Italia
789.243,Espanja
789.244,Portugali
789.245,Malta
789.25,Balkanin niemimaa
789.251,Bulgaria
789.252,Romania
789.253,Jugoslavian alue
789.2531,Slovenia
789.2532,Kroatia
789.2533,Bosnia ja Hertsegovina
789.2534,Serbia ja Montenegro
789.2535,Makedonia
789.254,Albania
789.255,Kreikka
789.26,Itä-Eurooppa
789.261,Puola
789.262,Tsekkoslovakian alue
789.2621,Tsekki
789.2622,Slovakia
789.263,Unkari
789.27,Itsenäisten valtioiden yhteisö
789.271,Venäjä
789.2711,Karjalan tasavalta
789.272,Ukraina
789.273,Valko-Venäjä
789.274,Moldova
789.3,Aasia
789.31,Etu-Aasia
789.33,Etelä-Aasia
789.34,Kaakkois-Aasia
789.35,Keski- ja Itä-Aasia
789.351,Itsenäisten valtioiden yhteisön Aasian puoleiset maat
789.3511,Kaukasuksen maat
789.353,Korea
789.354,Kiina
789.356,Japani
789.4,Afrikka
789.41,Pohjois-Afrikka
789.42,Länsi-Afrikka
789.43,Keski-Afrikka
789.44,Itä-Afrikka
789.45,Etelä-Afrikka
789.49,Afrikan saaret
789.5,Pohjois-Amerikka
789.51,Kanada
789.52,Yhdysvallat
789.6,Väli-Amerikka
789.68,Karibianmeren saaret
789.7,Etelä-Amerikka
789.8,Australia. Oseania
789.81,Australia. Uusi-Seelanti. Uusi-Guinea
789.84,Tyynen meren saaret
790,LIIKUNTA. URHEILU. LEIKIT. HUVIT
790.1,Liikuntatiede ja -tutkimus. Liikuntapolitiikka
790.9,Liikunnan ja urheilun historia
790.921,Suomi
791,Liikunta. Urheilu
791.1,Yleisurheilu
791.2,Uinti. Sukellus
791.3,Pyöräily
791.4,Luistelu
791.5,Hiihto. Alppihiihto. Ampumahiihto
791.6,Purjehdus. Soutu. Melonta
791.7,Hevosurheilu. Ratsastus
791.8,Moottoriurheilu. Lentourheilu
791.81,Autourheilu
791.82,Moottoripyöräurheilu
791.83,Moottoriveneurheilu
791.84,Lentourheilu
791.9,Muut urheilu- ja liikuntamuodot
791.91,Miekkailu
791.92,Ammunta
792,Voimistelu
793,Voimailu. Itsepuolustus
793.1,Painonnosto
793.2,Paini
793.3,Nyrkkeily
793.4,Itämaisperäiset lajit. Budo
794,Retkeily. Ulkoilu. Vuorikiipeily. Suunnistus
795,Seuratanssit. Tanssiurheilu
795.1,Kansantanssit. Kansantanhut
796,Palloilu
796.1,Jalkapallo
796.2,Jääkiekko
796.3,Muut joukkuepelit
796.5,Tennis. Squash. Sulkapallo
796.6,Pöytätennis
796.7,Golf
796.8,Keilailu
796.9,Muut pallopelit
797,Leikit
797.1,Leikkikalut
797.2,Liikuntaleikit. Laululeikit
798,Ajanviete. Askartelu. Harrasteet. Keräily
798.1,Postimerkkeily
798.2,Pelit
798.21,Korttipelit. Pasianssit
798.22,Shakki
798.23,Roolipelit
798.3,Taikatemput
798.4,Tietokilpailut
799,Julkiset huvit
799.1,Sirkus. Huvipuistot. Varietee
799.2,Arpajaiset. Veikkaus. Uhkapeli
8,VENÄJÄNKIELINEN KAUNOKIRJALLISUUS (Kaunoluokka)
8.1,Venäjänkieliset kansanrunot (Kaunoluokka)
8.2,Venäjänkieliset runot (Kaunoluokka)
8.3,Venäjänkieliset näytelmät ja kuunnelmat (Kaunoluokka)
8.4,"Venäjänkieliset romaanit, novellit ja näytelmäelokuvat (Kaunoluokka)"
8.7,Venäjänkieliset sadut (Kaunoluokka)
8.79,Venäjänkieliset kuvakirjat (Kaunoluokka)
8.791,Venäjänkieliset sarjakuvat ja animaatioelokuvat (Kaunoluokka)
8.8,Puolankielinen kaunokirjallisuus (Kaunoluokka)
8.9,Muiden slaavilaisten kielten kaunokirjallisuus (Kaunoluokka)
8.91,Tsekinkielinen kaunokirjallisuus (Kaunoluokka)
8.92,Slovakinkielinen kaunokirjallisuus (Kaunoluokka)
8.93,Bulgariankielinen kaunokirjallisuus (Kaunoluokka)
8.94,Serbiankielinen kaunokirjallisuus (Kaunoluokka)
8.95,Kroatiankielinen kaunokirjallisuus (Kaunoluokka)
8.96,Sloveeninkielinen kaunokirjallisuus (Kaunoluokka)
8.97,Bosniankielinen kaunokirjallisuus (Kaunoluokka)
8.98,Ukrainankielinen kaunokirjallisuus (Kaunoluokka)
8.99,Valkovenäjänkielinen kaunokirjallisuus (Kaunoluokka)
800,KIRJALLISUUSTIEDE
800.03,Sanakirjat. Hakuteokset
800.05,Kausijulkaisut
800.09,Historia
800.86,Kirjailijan työ. Kääntäjän työ
801,"Kirjallisuuden filosofia, teoria ja estetiikka. Runousoppi"
802,Kirjallisuuden psykologia ja sosiologia
804,Esseet. Kirjallisuusarvostelut
805,Kirjallisuuden aihepiirejä ja kirjallisuustyyppejä koskeva historia ja tutkimus
805.1,Lasten- ja nuortenkirjallisuuden historia ja tutkimus
807,Kansanrunouden historia ja tutkimus
809,Yleinen kirjallisuudenhistoria
809.1,Vanha aika
809.2,Keskiaika
809.3,Uusi aika
809.4,Nykyaika
810,SUOMALAIS-UGRILAISTEN KIELTEN KIRJALLISUUDEN HISTORIA JA TUTKIMUS
811,Suomenkielisen kirjallisuuden historia ja tutkimus
812,Suomenkielisen kansanrunouden historia ja tutkimus
816,Suomenkielisen kirjallisuuden aihepiirejä ja kirjallisuustyyppejä koskeva historia ja tutkimus
816.1,Suomenkielisen lasten- ja nuortenkirjallisuuden historia ja tutkimus
817,Saamenkielisen kirjallisuuden historia ja tutkimus
818,Vironkielisen kirjallisuuden historia ja tutkimus
819,Unkarinkielisen kirjallisuuden historia ja tutkimus
820,GERMAANISTEN KIELTEN KIRJALLISUUDEN HISTORIA JA TUTKIMUS
820.1,Pohjoismaisten kielten kirjallisuuden historia ja tutkimus
821,Ruotsinkielisen kirjallisuuden historia ja tutkimus
821.1,Suomenruotsalaisen kirjallisuuden historia ja tutkimus
822,Tanskankielisen kirjallisuuden historia ja tutkimus
823,Norjankielisen kirjallisuuden historia ja tutkimus
824,Islanninkielisen kirjallisuuden historia ja tutkimus
825,Saksankielisen kirjallisuuden historia ja tutkimus
826,Hollanninkielisen kirjallisuuden historia ja tutkimus
828,Englanninkielisen kirjallisuuden historia ja tutkimus
829,Amerikan englanninkielisen kirjallisuuden historia ja tutkimus
830,"ROMAANISTEN, SLAAVILAISTEN JA BALTTILAISTEN KIELTEN KIRJALLISUUDEN HISTORIA JA TUTKIMUS"
831,Ranskankielisen kirjallisuuden historia ja tutkimus
832,Italiankielisen kirjallisuuden historia ja tutkimus
833,Espanjankielisen kirjallisuuden historia ja tutkimus
834,Portugalinkielisen kirjallisuuden historia ja tutkimus
835,Slaavilaisten kielten kirjallisuuden historia ja tutkimus
836,Venäjänkielisen kirjallisuuden historia ja tutkimus
839,Balttilaisten kielten kirjallisuuden historia ja tutkimus
840,MUIDEN KIELTEN KIRJALLISUUDEN HISTORIA JA TUTKIMUS
841,Kelttiläisten kielten kirjallisuuden historia ja tutkimus
842,Kreikankielisen kirjallisuuden historia ja tutkimus
842.1,Nykykreikankielisen kirjallisuuden historia ja tutkimus
843,Latinankielisen kirjallisuuden historia ja tutkimus
844,Turkkilaisten kielten kirjallisuuden historia ja tutkimus
845,Seemiläisten kielten kirjallisuuden historia ja tutkimus
845.1,Hepreankielisen kirjallisuuden historia ja tutkimus
845.2,Arabiankielisen kirjallisuuden historia ja tutkimus
846,Indoiraanisten kielten kirjallisuuden historia ja tutkimus
846.1,Iranilaisten kielten kirjallisuuden historia ja tutkimus
846.2,Intialaisten kielten kirjallisuuden historia ja tutkimus
847,Kiinankielisen kirjallisuuden historia ja tutkimus
848,Japaninkielisen kirjallisuuden historia ja tutkimus
849,Muiden kielten kirjallisuuden historia ja tutkimus
850,KIELITIEDE
850.7,Kielenkääntäminen. Tulkkaus
851,Kielifilosofia
852,Kielipsykologia. Kielisosiologia. Kielipolitiikka
853,Monikieliset sanakirjat. Sivistyssanakirjat
855,Kielioppi. Muoto-oppi. Sanaoppi. Semantiikka
856,Äänneoppi
857,Etymologia. Onomastiikka
858,Keinotekoiset kielet
859,Kielihistoria
860,INDOIRAANISET KIELET. ROMAANISET KIELET. KREIKKA. ALBANIA. ARMENIA
861,Indoiraaniset kielet
861.1,Muinaisintialaiset kielet
861.3,Nykyintialaiset kielet
861.5,Iranilaiset kielet
862,Kreikan kieli
862.1,Nykykreikan kieli
863,Latinan kieli
864,"Galegon, katalaanin, ladinon, oksitaanin, retoromaanin ja sardin kieli"
865,Italian kieli
866,Ranskan kieli
867,Espanjan kieli
868,Portugalin kieli
869,Romanian kieli
870,"GERMAANISET, KELTTILÄISET, BALTTILAISET JA SLAAVILAISET KIELET"
871,Pohjoismaiset kielet
871.1,Tanskan kieli
871.2,Norjan kieli
871.3,Islannin kieli
872,Ruotsin kieli
872.1,Ruotsin kielen äänneoppi
872.2,Ruotsin kielen etymologia ja onomastiikka
872.3,Ruotsin kielen yksikieliset sanakirjat
872.5,Ruotsin kielen kielioppi ja semantiikka
872.6,Ruotsin kielen murteet
872.7,Suomenruotsi
872.8,Ruotsin kielen ainekirjoitusoppaat
872.9,Ruotsin kielen historia
874,Saksan kieli
874.3,Saksan kielen yksikieliset sanakirjat
874.5,Saksan kielen kielioppi ja semantiikka
874.7,Jiddin kieli
875,Englannin kieli
875.3,Englannin kielen yksikieliset sanakirjat
875.5,Englannin kielen kielioppi ja semantiikka
875.7,Amerikan englannin kieli
876,Hollannin kieli
877,Kelttiläiset kielet
878,Balttilaiset kielet
879,Slaavilaiset kielet
879.1,Venäjän kieli
879.2,Puolan kieli
879.3,Tsekin ja slovakin kieli
879.4,Bulgarian kieli
879.5,"Bosnian, kroatian, makedonian, montenegron, serbian ja sloveenin kieli"
879.6,Ukrainan ja valkovenäjän kieli
880,URALILAISET KIELET. ALTAILAISET KIELET
881,Suomalais-ugrilaiset kielet
882,Volgansuomalaiset kielet. Permiläiset kielet
883,Itämerensuomalaiset kielet
884,Suomen kieli
884.1,Suomen kielen äänneoppi
884.2,Suomen kielen etymologia ja onomastiikka
884.3,Suomen kielen yksikieliset sanakirjat
884.5,Suomen kielen kielioppi ja semantiikka
884.6,Suomen kielen murteet
884.8,Suomen kielen ainekirjoitusoppaat
884.9,Suomen kielen historia
885,Viron kieli
886,Saamen kieli
887,Ugrilaiset kielet
887.3,Unkarin kieli
888,Mongolikielet. Tunguusikielet. Korean kieli
889,Turkkilaiset kielet. Turkin kieli
890,MUUT KIELET
891,Seemiläiset kielet. Haamilaiset kielet
891.1,Seemiläiset kielet
891.11,Heprean kieli
891.12,Arabian kieli
891.2,Haamilaiset kielet
892,Japanin kieli
896,Tiibetiläis-burmalaiset kielet
898,Afrikan kielet
899,Muut ei-indoeurooppalaiset kielet
899.9,Viittomakieli
9,MUIDEN KIELTEN KAUNOKIRJALLISUUS (Kaunoluokka)
9.1,Balttilaisten kielten kaunokirjallisuus (Kaunoluokka)
9.11,Latviankielinen kaunokirjallisuus (Kaunoluokka)
9.12,Liettuankielinen kaunokirjallisuus (Kaunoluokka)
9.2,Kreikankielinen kaunokirjallisuus (Kaunoluokka)
9.21,Nykykreikankielinen kaunokirjallisuus (Kaunoluokka)
9.3,Latinankielinen kaunokirjallisuus (Kaunoluokka)
9.4,Turkinkielinen kaunokirjallisuus (Kaunoluokka)
9.5,Seemiläisten kielten kaunokirjallisuus (Kaunoluokka)
9.51,Arabiankielinen kaunokirjallisuus (Kaunoluokka)
9.52,Hepreankielinen kaunokirjallisuus (Kaunoluokka)
9.53,Amharankielinen kaunokirjallisuus (Kaunoluokka)
9.54,Tigrinjankielinen kaunokirjallisuus (Kaunoluokka)
9.6,Indoiraanisten kielten kaunokirjallisuus (Kaunoluokka)
9.61,Persiankielinen kaunokirjallisuus (Kaunoluokka)
9.612,Darinkielinen kaunokirjallisuus (Kaunoluokka)
9.62,Kurdinkielinen kaunokirjallisuus (Kaunoluokka)
9.63,Bengalinkielinen kaunokirjallisuus (Kaunoluokka)
9.64,Gudzaratinkielinen kaunokirjallisuus (Kaunoluokka)
9.65,Hindinkielinen kaunokirjallisuus (Kaunoluokka)
9.66,Pandzabinkielinen kaunokirjallisuus (Kaunoluokka)
9.67,Pastonkielinen kaunokirjallisuus (Kaunoluokka)
9.68,Romanikielinen kaunokirjallisuus (Kaunoluokka)
9.69,Urdunkielinen kaunokirjallisuus (Kaunoluokka)
9.7,Tiibetiläis-burmalaisten ja austroaasialaisten kielten kaunokirjallisuus (Kaunoluokka)
9.71,Kiinankielinen kaunokirjallisuus (Kaunoluokka)
9.72,Vietnaminkielinen kaunokirjallisuus (Kaunoluokka)
9.73,Thainkielinen kaunokirjallisuus (Kaunoluokka)
9.74,Burmankielinen kaunokirjallisuus (Kaunoluokka)
9.75,Khmerinkielinen kaunokirjallisuus (Kaunoluokka)
9.8,Japaninkielinen kaunokirjallisuus (Kaunoluokka)
9.9,Muiden kielten kaunokirjallisuus (Kaunoluokka)
9.92,Albaniankielinen kaunokirjallisuus (Kaunoluokka)
9.93,Kelttiläísten kielten kaunokirjallisuus (Kaunoluokka)
9.95,Georgiankielinen kaunokirjallisuus (Kaunoluokka)
9.97,"Muiden aasialaisten, australialaisten ja oseanialaisten kielten kaunokirjallisuus (Kaunoluokka)"
9.971,Koreankielinen kaunokirjallisuus (Kaunoluokka)
9.973,Azerinkielinen kaunokirjallisuus (Kaunoluokka)
9.974,Nepalinkielinen kaunokirjallisuus (Kaunoluokka)
9.976,Dravidakielten kaunokirjallisuus (Kaunoluokka)
9.9761,Malajalaminkielinen kaunokirjallisuus (Kaunoluokka)
9.9762,Tamilinkielinen kaunokirjallisuus (Kaunoluokka)
9.9763,Kannadankielinen kaunokirjallisuus (Kaunoluokka)
9.9765,Telugunkielinen kaunokirjallisuus (Kaunoluokka)
9.978,Austronesialaisten kielten kaunokirjallisuus (Kaunoluokka)
9.9781,Tagaloginkielinen kaunokirjallisuus (Kaunoluokka)
9.9783,Indonesiankielinen kaunokirjallisuus (Kaunoluokka)
9.98,Afrikan kielten kaunokirjallisuus (Kaunoluokka)
9.981,Somalinkielinen kaunokirjallisuus (Kaunoluokka)
9.984,Swahilinkielinen kaunokirjallisuus (Kaunoluokka)
9.986,Lingalankielinen kaunokirjallisuus (Kaunoluokka)
9.99,Keinotekoisten kielten kaunokirjallisuus (Kaunoluokka)
9.991,Esperantonkielinen kaunokirjallisuus (Kaunoluokka)
900,HISTORIANTUTKIMUS. MAAILMANHISTORIA
909,Maailmanhistoria. Euroopan historia
909.1,Vanhan ajan historia
909.2,Keskiajan historia 400-1499
909.3,Uuden ajan historia 1500-1788
909.4,Uusimman ajan historia 1789-1913
909.5,Nykyajan historia 1914-1938
909.51,I maailmansodan historia 1914-1918
909.6,Nykyajan historia 1939-
909.61,II maailmansodan historia 1939-1945
910,HISTORIAN TUTKIMUSMENETELMÄT. ARKEOLOGIA. KULTTUURIHISTORIA
910.1,Historian tutkimusmenetelmät
911,Historian aputieteet
911.1,Yleinen kronologia ja kronografia
911.4,Diplomatiikka
911.5,Rahatiede
911.6,Vaakunatiede. Liput
911.7,Sinettitiede
911.8,Kunniamerkit. Arvonimet. Mitalitiede
914,Historialliset kartat. Historiallinen maantiede
915,Yleinen arkeologia
915.1,Kadonneet mantereet. Maapallon ulkopuolisten kulttuurien vaikutus muinaishistoriaan
916,Egyptin ja Etu-Aasian muinaishistoria ja arkeologia
917,Kreikan muinaishistoria ja arkeologia
918,Rooman valtakunnan historia ja arkeologia
919,Yleinen kulttuurihistoria
919.1,Vanhan ajan kulttuurihistoria
919.2,Keskiajan kulttuurihistoria 400-1499
919.3,Uuden ajan kulttuurihistoria 1500-1788
919.4,Uusimman ajan kulttuurihistoria 1789-1913
919.5,Nykyajan kulttuurihistoria 1914-1938
919.6,Nykyajan kulttuurihistoria 1939-
919.8,Erotiikan historia
919.9,Muodin historia
920,SUOMEN HISTORIA
921,Esi- ja varhaishistoria vuoteen 1154
922,Keskiaika 1155-1522
923,Uskonpuhdistuksen aika 1523-1617
924,Ruotsin suurvalta-aika 1618-1721
925,Vapauden aika ja kustavilainen aika 1722-1809
926,Autonomian aika 1810-1917
927,Itsenäisyyden aika 1917-1938
927.1,Vuoden 1918 sota
928,Itsenäisyyden aika 1939-
928.1,Sodat 1939-1945
929,Paikallishistoria
929.11,Helsinki. Pääkaupunkiseutu
930,POHJOISMAIDEN HISTORIA
930.1,Esi- ja varhaishistoria
931,Ruotsin historia
932,Ruotsin historia 1060-1522
933,Ruotsin historia 1523-1718
934,Ruotsin historia 1719-1809
935,Ruotsin historia 1810-
935.1,Ruotsin historia 1810-1913
935.2,Ruotsin historia 1914-1938
935.3,Ruotsin historia 1939-
936,Ruotsin paikallishistoria
937,Tanskan historia
938,Norjan historia
939,Islannin historia
940,SAKSAN HISTORIA
941,Saksan esi- ja varhaishistoria vuoteen 843
942,Saksan keskiaika 843-1518
943,Saksan historia 1519-1647
944,Saksan historia 1648-1814
945,Saksan historia 1815-1913
946,Saksan historia 1914-1945
946.1,Saksan historia 1914-1932
946.2,Saksan historia 1933-1938
946.3,Saksan historia 1939-1945
948,Saksan historia 1946-
950,BRITTEIN SAARTEN HISTORIA
951,Iso-Britannian alueen esi- ja varhaishistoria vuoteen 1066
952,Iso-Britannian alueen keskiaika 1067-1484
953,Iso-Britannian alueen historia 1485-1687
954,Iso-Britannian alueen historia 1688-1814
955,Iso-Britannian historia 1815-1913
956,Iso-Britannian historia 1914-1938
957,Iso-Britannian historia 1939-
958,Irlannin historia
958.1,Irlannin tasavallan eli Eiren historia
958.2,Pohjois-Irlannin historia
960,RANSKAN HISTORIA
961,Ranskan esi- ja varhaishistoria vuoteen 986
962,Ranskan keskiaika 987-1493
963,Ranskan historia 1494-1588
964,Ranskan historia 1589-1788
965,Ranskan historia 1789-1814
966,Ranskan historia 1815-1913
967,Ranskan historia 1914-1938
968,Ranskan historia 1939-
970,MUIDEN EUROOPAN MAIDEN HISTORIA
971,Venäjän historia
971.2,Venäjän historia vuoteen 1917
971.21,Venäjän vanha ja keskiaika
971.22,Venäjän historia 1682-1856
971.23,Venäjän historia 1857-1917
971.7,Neuvostoliiton historia 1917-1991
971.71,Neuvostoliiton historia 1917-1938
971.72,Neuvostoliiton historia 1939-1945
971.73,Neuvostoliiton historia 1945-1991
971.8,Venäjän historia 1992-
971.9,"Ukrainan, Valko-Venäjän ja Moldovan historia"
971.91,Ukrainan historia
971.92,Valko-Venäjän historia
971.93,Moldovan historia
972,Puolan historia
973,Baltian maiden historia
973.1,Viron historia
973.3,Latvian historia
973.4,Liettuan historia
974,Itävallan ja Unkarin historia
974.1,Itävallan historia
974.2,Unkarin historia
975,Sveitsin historia
976,Alankomaiden historia
977,Belgian historia
978,Muiden Keski-Euroopan maiden historia
978.1,Tsekin ja slovakian historia
978.11,Tsekin historia
978.12,Slovakian historia
978.2,Romanian historia
979,Etelä-Euroopan maiden historia
979.1,Espanjan historia
979.2,Portugalin historia
979.3,Italian historia
979.4,Kreikan nykyhistoria
979.5,Entisen Jugoslavian alueen historia
979.51,Slovenian historia
979.52,Kroatian historia
979.53,Bosnian ja Hertsegovinan historia
979.54,Serbian historia
979.55,Makedonian historia
979.56,Montenegron historia
979.57,Kosovon historia
979.6,Bulgarian historia
979.7,Albanian historia
979.8,Maltan historia
980,MUIDEN MAANOSIEN HISTORIA
981,Aasian historia
981.1,Etu-Aasian historia
981.11,Israelin ja Palestiinan historia
981.2,Etelä-Aasian historia
981.3,Kaakkois-Aasian historia
981.4,Keski- ja Itä-Aasian historia
981.5,Japanin historia
981.6,IVY:n Aasian puoleisten maiden historia
985,Afrikan historia
