notation,prefLabel
5.3,Ranskankieliset näytelmät ja kuunnelmat (Kaunoluokka)
5.4,"Ranskankieliset romaanit, novellit ja näytelmäelokuvat (Kaunoluokka)"
5.7,Ranskankieliset sadut (Kaunoluokka)
5.79,Ranskankieliset kuvakirjat (Kaunoluokka)
5.791,Ranskankieliset sarjakuvat ja animaatioelokuvat (Kaunoluokka)
500,LUONNONTIETEET
501,Filosofia. Teoria. Tutkimusmenetelmät
502,Luonto-oppaat. Oppikirjat
503,Sanakirjat. Hakuteokset
504,Esseet
505,Kausijulkaisut
506,Yhdistykset. Laitokset. Kokoukset
507,Opinnot
508,Kokoomateokset
508.1,Standardit
508.3,Tilastot. Taulukot
508.4,Kartat
508.5,Museot. Arkistot. Kokoelmat. Näyttelyt
508.6,Ympäristönsuojelu. Luonnonsuojelu
508.61,Uhanalaiset lajit. Luonnonsuojelualueet
508.62,"Maaperän, metsien ja soiden suojelu"
508.63,Vesien suojelu
508.64,Ilman suojelu
509,Luonnontieteiden historia
510,MATEMATIIKKA
510.1,Matematiikan taulukot ja kaavakokoelmat. Laskumenetelmät
510.88,Matematiikka harrasteena ja ajanvietteenä
511,Joukko-oppi
512,Lukuteoria. Aritmetiikka
513,Algebra
514,Geometria
515,Trigonometria
516,Analyysi
518,Todennäköisyyslaskenta
519,Matematiikan muut alat
520,TÄHTITIEDE
521,Maailmankaikkeus. Kosmologia. Kosmogonia
522,Tähtitieteelliset kojeet. Ajanlasku
522.1,Tähtitieteelliset kojeet
522.3,Ajanlasku
523,Elämä maailmankaikkeudessa. Astrobiologia
528,Tähtijärjestelmät. Aurinkokunnat
529,Avaruustutkimus. Avaruuslennot. Avaruusteknologia
529.1,Ufot. Ilmakehän tunnistamattomat ilmiöt
530,FYSIIKKA
530.88,Fysiikka harrasteena ja ajanvietteenä
531,Yleinen ja teoreettinen fysiikka
531.1,Suhteellisuusteoria
531.2,Ydinfysiikka. Atomifysiikka. Molekyylifysiikka
531.3,Kvanttiteoria. Kvanttimekaniikka
532,Kokeellinen fysiikka
533,Mekaniikka
534,Lämpöoppi
535,Äänioppi. Mekaaniset värähtelyt
536,Valo-oppi. Värioppi. Säteilyoppi
537,Sähköoppi. Magnetismi
540,KEMIA
540.88,Kemia harrasteena ja ajanvietteenä
541,Teoreettinen kemia
542,Kokeellinen kemia
543,Analyyttinen kemia
545,Epäorgaaninen kemia
546,Orgaaninen kemia. Muovien kemia
547,Sovellettu kemia
550,FYSIKAALINEN KEMIA
560,BIOKEMIA
570,BIOLOGIA
571,Biologian filosofia
573,Yleisbiologia
574,Ekologia. Eliömaantiede
575,Kehitysoppi. Evoluutio
576,Perinnöllisyystiede. Genetiikka
579,Yleinen mikrobiologia
580,KASVITIEDE
582,Kasvimorfologia. Kasvianatomia
583,Kasvifysiologia
584,Kasviekologia
587,Systemaattinen kasvitiede
587.1,Sekovartiset kasvit
587.11,Sienet
587.4,Putkilokasvit
588,Kasvimaantiede
590,ELÄINTIEDE
590.85,Eläintarhat
590.86,Eläinsuojelu
591,Etologia. Eläinsosiologia
592,Eläinmorfologia. Eläinanatomia
593,Eläinfysiologia
594,Eläinekologia
597,Systemaattinen eläintiede
597.6,Selkärangattomat
597.61,Hyönteiset
597.9,Selkärankaiset
597.91,Kalat
597.92,Linnut
597.93,Nisäkkäät
598,Eläinmaantiede
6,ITALIANKIELINEN KAUNOKIRJALLISUUS (Kaunoluokka)
6.1,Italiankieliset kansanrunot (Kaunoluokka)
6.2,Italiankieliset runot (Kaunoluokka)
6.3,Italiankieliset näytelmät ja kuunnelmat (Kaunoluokka)
6.4,"Italiankieliset romaanit, novellit ja näytelmäelokuvat (Kaunoluokka)"
6.7,Italiankieliset sadut (Kaunoluokka)
6.79,Italiankieliset kuvakirjat (Kaunoluokka)
6.791,Italiankieliset sarjakuvat ja animaatioelokuvat (Kaunoluokka)
600,SOVELLETUT TIETEET
600.2,Standardit. Normit. Mittayksiköt
602,Oppikirjat. Harjoituskirjat. Tehtäväkokoelmat
603,Sanakirjat. Hakuteokset
604,Esseet
605,Kausijulkaisut
606,Yhdistykset. Laitokset. Kokoukset
607,Opinnot
608,Kokoomateokset
608.3,Tilastot. Taulukot
608.4,Kartat
608.5,Museot. Arkistot. Kokoelmat. Näyttelyt
609,Sovellettujen tieteiden historia
610,LÄÄKETIEDE. TERVEYDENHOITO
610.1,Lääketieteen filosofia ja etiikka
610.2,Lääkärikirjat. Ensiapuoppaat
610.7,Hoitotiede. Hoitotyö. Hoitohenkilökunta
610.71,Hoitolaitokset. Sairaalatekniikka
610.72,Lääketieteen opinnot
610.73,Lääkärin työ
610.74,Sairaanhoitajan ja terveydenhoitajan työ
611,Anatomia
612,Fysiologia
613,Terveydenhoito
613.1,Ravinto-oppi. Ruokavaliot
613.2,Henkilökohtainen terveydenhoito
613.22,Jooga
613.3,Sosiaalilääketiede. Ympäristöterveys
613.31,Työlääketiede
613.4,Lastenhoito
613.5,Vanhusten terveydenhoito. Vanhusten sairaudet
613.6,Seksologia
614,Lääketieteen erikoisaloja
614.1,Oikeuslääketiede
614.2,Urheilulääketiede
615,Hoitomenetelmät
615.1,Lääkehoito. Lääkeaineoppi
615.11,Apteekit
615.2,Fysioterapia. Fysiologiset hoitomuodot
615.3,Vesihoito. Nestehoito
615.5,Seerumihoito. Rokotukset. Verensiirto
615.8,Akupunktio. Akupainanta. Shiatsu. Vyöhyketerapia
615.9,Vaihtoehtolääkintä. Luonnonparannus
616,Lääketieteellinen perustutkimus
616.1,Lääketieteellinen kemia ja fysiikka
616.2,Tautioppi. Patologia
616.3,Lääketieteellinen mikrobiologia ja parasitologia
616.4,Immunologia. Serologia. Verioppi
617,Kliininen lääketiede
617.1,Diagnostiikka
617.2,Hermosto. Neurologia
617.3,Sisäelimet. Sisätaudit
617.31,Syöpätaudit
617.32,Diabetes
617.33,Reumataudit
617.34,Sydän- ja verenkiertoelimet. Sydän- ja verenkiertoelinten taudit. Veri. Veritaudit
617.4,Lastentaudit
617.5,Tartuntataudit
617.6,Iho. Ihotaudit. Sukupuolielimet. Sukupuolitaudit
617.7,Kirurgia. Nukutus- ja puudutusoppi
617.8,Raskaus. Sikiönkehitys. Synnytys. Gynekologia
617.9,Kliinisen lääketieteen muut alat
617.91,"Korva. Nenäontelo. Kurkku. Korva-, nenä- ja kurkkutaudit"
617.92,Hengityselimet. Hengityselinten taudit
617.93,Hampaat. Hammaslääketiede
617.94,Liikuntaelimet. Liikuntaelinten taudit
617.95,Virtsaelimet. Virtsaelinten taudit
617.96,Silmä. Silmätaudit
617.97,Allergiat
617.99,Psykosomaattiset taudit. Kipu
618,Psykiatria
618.1,Lapsi- ja nuorisopsykiatria
618.2,Mielenterveys. Tunne-elämän häiriöt
618.24,Mielenterveys ja kuolema
618.241,Itsemurhat ja niiden ehkäisy
618.3,Päihteiden käyttö
618.4,Oikeuspsykiatria
618.6,Psyykkiset sairaudet. Mielenterveyden häiriöt
618.61,Skitsofrenia. Jakomielitauti
618.62,Kaksisuuntainen mielialahäiriö
618.67,Neuroosit
618.8,Psykoterapia. Mielenterveystyö
618.84,Analyyttinen psykoterapia
618.85,"Perhe-, ryhmä- ja ympäristöterapiat"
618.86,Luovuus- ja toimintaterapiat
618.9,Mielisairaanhoito
620,TEKNIIKKA. KULKUNEUVOT
620.11,Tuotekehittely. Innovaatiot. Keksinnöt.  Patentit
620.13,Energia
620.15,Aineoppi. Aineenkoetus
620.88,Tekninen askartelu ja ajanviete
621,Tekninen mekaniikka
622,Yleinen konetekniikka
622.1,Koneenrakennus. Pneumatiikka. Hydrauliikka
623,Voimakoneet. Moottorit. Nosto- ja kuljetuslaitteet
624,Liikenneväylät. Kulkuneuvot
624.2,Tiet. Kadut. Tienrakennus. Kadunrakennus
624.3,Sillat. Sillanrakennus
624.4,Raideliikenneväylät. Junat. Raitiovaunut. Metro
624.5,Eläinten vetämät kulkuneuvot
624.6,Polkupyörät
624.7,Moottoripyörät. Mopedit
624.8,Autot
624.9,Muut maakulkuneuvot
625,Vesirakennus. Vesikulkuneuvot
625.1,Satamat. Satamatekniikka
625.2,Vesiväylät. Vesien säännöstely
625.4,"Vesijohto-, viemäri- ja vedenpuhdistustekniikka"
625.7,Vesikulkuneuvot
625.71,Laivat. Laivanrakennus
625.72,Veneet. Veneenrakennus
625.73,Muut vesikulkuneuvot
626,Ilmakulkuneuvot
626.3,Lentokoneet
626.5,Muut ilmakulkuneuvot
627,Sähkötekniikka
627.2,Sähkövalo
627.3,"Sähköenergian muuttaminen, muuntaminen, jakelu ja siirto"
627.4,Sähkönmittaustekniikka. Sähkönsäätötekniikka
627.5,Sähköenergian tuottaminen. Voimalatekniikka
627.7,Atk. Tietotekniikka. Tietoliikenne. Viestintätekniikka
627.71,Systeemityö
627.72,Ohjelmointi. Ohjelmointikielet
627.73,Tietokoneet. Atk-ohjelmat
627.731,Käyttöjärjestelmät
627.732,Tekstinkäsittelyohjelmat
627.733,Taulukkolaskentaohjelmat
627.734,Tietokantaohjelmat
627.735,Kuvankäsittelyohjelmat. Grafiikkaohjelmat. Taitto-ohjelmat
627.736,Tietoliikenneohjelmat
627.739,Tietokoneiden lisälaitteet
627.74,Säätö- ja systeemitekniikka. Teollinen automaatio
627.75,Tietoliikenne. Viestintätekniikka. Multimedia
627.751,Internet. Intranet. Ekstranet
627.7511,Sähköposti. Verkkojuttelu
627.7512,Verkkojulkaiseminen
627.752,Matkaviestinpalvelut. Puhelinliikenne
627.753,Audiovisuaalinen tekniikka
627.7531,Äänitekniikka. Radiotekniikka
627.7532,Kuvantoistotekniikka. Televisiotekniikka
627.8,Elektroniikka
630,METALLITEOLLISUUS. PUUNJALOSTUSTEOLLISUUSSÄHKÖTEKNINEN TEOLLISUUS TEKSTIILI- JA NAHKATEOLLISUUS
631,Metalliteollisuus. Mekaaninen teknologia
634,Puuteollisuus
636,Paperi- ja selluloosateollisuus
638,Tekstiili- ja vaatetusteollisuus
639,Nahka- ja jalkineteollisuus
640,KEMIAN TEOLLISUUS. KAIVOSTEOLLISUUS
643,Lasiteollisuus. Keraaminen teollisuus. Sementtiteollisuus
645,Metallurgia. Metallioppi
646,Kaivos- ja kaivannaisteollisuus
648,Kemian teollisuus
649,Orgaanisen kemian teollisuus
649.1,Kivihiili. Turve
649.2,Öljy. Maakaasu
649.5,Muovi- ja kumiteollisuus
649.9,Biotekniikka
649.91,Elintarviketeollisuus. Nautintoaineteollisuus
650,MAATALOUS. METSÄTALOUS
650.1,Maatalouspolitiikka
650.2,Maatalouden liiketalous ja kirjanpito
651,Maatalous
652,Maanviljely
653,Puutarhanhoito. Hyötykasvit. Huone- ja koristekasvit
653.1,Koristekasvit
653.2,Hyötykasvit
653.21,Yrtti- ja maustekasvit
653.22,"Hedelmä-, marja- ja vihanneskasvit"
653.9,Huonekasvit
654,Kotieläintalous. Kotieläinten hoito
654.1,Hevoset
654.2,Nautaeläimet
654.3,Vuohet ja lampaat
654.4,Siat
654.5,Siipikarja
654.6,Turkiseläimet
654.7,Porot
654.8,Hyönteiset
654.9,Lemmikkieläimet
654.91,Koirat
654.92,Kissat
654.93,Pikkunisäkkäät
654.94,Häkkilinnut
654.95,Akvaariot
657,Metsätalous. Metsänhoito
658,Metsästys. Kalastus
658.1,Metsästys
658.2,Kalastus
659,Eläinlääketiede
660,YLEINEN RAKENNUSTEKNIIKKA. TALONRAKENNUS
662,Rakennusstatiikka. Rakennusaineet
663,Tekninen rakennussuunnittelu
665,Geotekniikka. Maatyöt
667,Talonrakennus
667.1,Rakennustyöt. Rakennusaineet. Rakennustarvikkeet
667.11,Muuraus. Rappaus
667.12,Maalaustyöt
667.3,Rakenneosat
667.7,LVI-työt. Sähkötyöt
667.71,Lämmitys. Lämmityslaitteet
667.711,Uunit. Takat
667.8,Huoneakustiikka
667.9,Rakennusten erillistilat
668,Rakennuksen kunnossapito
670,LIIKETALOUS. KAUPPA. MARKKINOINTI. LIIKENNEOPETUS
670.9,Kaupan historia
672,Tavaraoppi
674,Liiketalouden hallinto ja organisaatio
674.1,Johtamisen tekniikka ja menetelmät
674.2,Laskentatoimi. Rahoitus. Talousarviot
674.3,Työntutkimukset. Työanalyysi
674.4,Toimistotyö
674.5,Henkilöstöpolitiikka
675,Kauppa
675.2,Liiketaloudellinen kirjanpito ja tilintarkastus
675.3,Kauppakirjeenvaihto
675.4,Kauppamatematiikka
675.7,Materiaalitoiminnot. Logistiikka
675.8,Markkinointi. Asiakaspalvelu
676,Mainonta. Kuluttajanvalistus
676.1,Mainonta
676.2,Kuluttajanvalistus
677,Liikenneopetus. Liikenneturvallisuus
677.5,Lento-opetus. Lentotaito
678,Merenkulkuoppi
679,Hotelli- ja ravintolatalous
680,HIENOMEKANIIKKA. KÄSI- JA KOTITEOLLISUUS
680.8,Kodin korjaustöiden oppaat
681,Hienomekaniikka. Hienomekaaninen teollisuus
681.1,Kelloteollisuus
681.2,Optiset ja lääketieteelliset laitteet
681.6,Toimistokoneet
683,Metallityö
684,Puutyö. Huonekalut. Verhoilu
690,KOTITALOUS. LAITOSTALOUS. KAUNEUDENHOITO
690.2,Kotitalous. Kodinhoito
691,Ravintotalous. Gastronomia
691.1,Keittokirjat. Ruoanvalmistusohjeet
691.11,Leipominen
691.12,Kasvisruoat. Sieniruoat
691.13,Liharuoat
691.131,Kalaruoat
691.14,Eri maiden ja alueiden ruokalajit ja ruokakulttuuri
691.2,Säilöntä
691.3,Juomat
692,Kotijuhlien järjestäminen. Kutsujen järjestäminen
695,Sisustusoppaat
696,Pukeutuminen. Kauneudenhoito
696.1,Kauneudenhoito
698,Siivous. Pesu- ja puhdistustyöt
699,Suurkeittiöt
7,ESPANJANKIELINEN KAUNOKIRJALLISUUS (Kaunoluokka)
7.1,Espanjankieliset kansanrunot (Kaunoluokka)
7.2,Espanjankieliset runot (Kaunoluokka)
7.3,Espanjankieliset näytelmät ja kuunnelmat (Kaunoluokka)
7.4,"Espanjankieliset romaanit, novellit ja näytelmäelokuvat (Kaunoluokka)"
7.7,Espanjankieliset sadut (Kaunoluokka)
7.79,Espanjankieliset kuvakirjat (Kaunoluokka)
7.791,Espanjankieliset sarjakuvat ja animaatioelokuvat (Kaunoluokka)
7.8,Portugalinkielinen kaunokirjallisuus (Kaunoluokka)
7.9,Muiden romaanisten kielten kaunokirjallisuus (Kaunoluokka)
7.91,Romaniankielinen kaunokirjallisuus (Kaunoluokka)
7.95,Katalaaninkielinen kaunokirjallisuus (Kaunoluokka)
700,TAITEEN TUTKIMUS. YLEINEN TAIDEHISTORIA
701,Taiteen estetiikka. Taidefilosofia. Taidepsykologia. Taidesosiologia. Taidepolitiikka
702,Oppikirjat. Harjoituskirjat. Tehtäväkokoelmat. Taiteen materiaalit ja tekniikka. Taidekasvatus
703,Sanakirjat. Hakuteokset
704,Esseet. Taidearvostelut
705,Kausijulkaisut
706,Yhdistykset. Laitokset. Kokoukset
707,Taideopinnot
708,Kokoomateokset
708.5,Museot. Arkistot. Kokoelmat. Näyttelyt
708.6,Taidekauppa
709,Yleinen taidehistoria
709.01,Alkuperäiskansojen taide
709.02,Esihistoriallinen taide
709.1,Euroopan ulkopuolisten vanhojen kulttuurien taide
709.2,Antiikin taidehistoria
709.3,Keskiajan taidehistoria
709.4,Renessanssin taidehistoria
709.5,Uuden ajan taidehistoria
709.6,Nykyajan taidehistoria
709.9,Suomen yleinen taidehistoria
710,UUDET TAIDEMUODOT
720,ARKKITEHTUURI
720.1,"Arkkitehtuurin teoria, estetiikka ja filosofia"
720.85,Arkkitehtuurikilpailut. Arkkitehtuurinäyttelyt. Arkkitehtuuripalkinnot
720.9,Arkkitehtuurin historia
720.901,Alkuperäiskansojen arkkitehtuuri
720.902,Esihistoriallisen ajan arkkitehtuuri
720.903,Vanhan ajan arkkitehtuuri. Euroopan ulkopuolisten vanhojen kulttuurien arkkitehtuuri
720.904,Keskiajan arkkitehtuuri
720.905,Renessanssin arkkitehtuuri
720.906,Uuden ajan arkkitehtuuri
720.907,Nykyajan arkkitehtuuri
720.91,Eurooppa
720.92,Pohjoismaat. Baltian maat
720.921,Suomi
720.93,Länsi- ja Keski-Eurooppa
720.931,Saksa
720.933,Ranska
720.934,Brittein saaret
720.94,Etelä-Eurooppa
720.941,Italia
720.942,Espanja
720.95,Itä-Eurooppa
720.951,Venäjä
720.96,Aasia
720.97,Afrikka
720.98,Amerikka
720.981,Yhdysvallat
720.99,Australia. Oseania
721,Kaavoitus
725,Rakennuksen koristelu
726,Rakennukset. Rakennustyypit
726.1,Asuinrakennukset
726.2,Linnat. Linnoitukset. Palatsit. Kartanot
726.4,Kirkot ja muut uskonnolliset rakennukset
726.5,Kulttuurirakennukset
727,Kaupunkisuunnittelu. Kaupunkiarkkitehtuuri
727.11,Helsinki. Pääkaupunkiseutu
728,Sisustusarkkitehtuuri
729,Luonnon- ja kulttuurimaiseman suunnittelu
730,KUVANVEISTOTAIDE
730.1,"Kuvanveistotaiteen teoria, estetiikka ja filosofia"
730.9,Kuvanveistotaiteen historia
730.901,Alkuperäiskansojen kuvanveistotaide
730.902,Esihistoriallisen ajan kuvanveistotaide
730.903,Vanhan ajan kuvanveistotaide. Euroopan ulkopuolisten vanhojen kulttuurien kuvanveistotaide
730.904,Keskiajan kuvanveistotaide
730.905,Renessanssin kuvanveistotaide
730.906,Uuden ajan kuvanveistotaide
730.907,Nykyajan kuvanveistotaide
730.91,Eurooppa
730.92,Pohjoismaat. Baltian maat
730.921,Suomi
730.93,Länsi- ja Keski-Eurooppa
730.931,Saksa
730.933,Ranska
730.934,Brittein saaret
730.94,Etelä-Eurooppa
730.941,Italia
730.942,Espanja
730.95,Itä-Eurooppa
730.951,Venäjä
730.96,Aasia
730.97,Afrikka
730.98,Amerikka
730.981,Yhdysvallat
730.99,Australia. Oseania
731,Kuvanveistotaiteen materiaalit ja tekniikka
739,Mitalitaide
740,MAALAUSTAIDE. PIIRUSTUSTAIDE
740.1,"Maalaustaiteen teoria, estetiikka ja filosofia"
740.9,Maalaustaiteen historia
740.901,Alkuperäiskansojen maalaustaide
740.902,Esihistoriallisen ajan maalaustaide
740.903,Vanhan ajan maalaustaide. Euroopan ulkopuolistenvanhojen kulttuurien maalaustaide
740.904,Keskiajan maalaustaide
740.905,Renessanssin maalaustaide
740.906,Uuden ajan maalaustaide
740.907,Nykyajan maalaustaide
740.91,Eurooppa
740.92,Pohjoismaat. Baltian maat
740.921,Suomi
740.922,Ruotsi
740.923,Tanska
740.924,Norja
740.925,Islanti
740.926,Baltian maat
740.9261,Viro
740.9262,Latvia
740.9263,Liettua
740.93,Länsi- ja Keski-Eurooppa
740.931,Saksa
740.932,Alankomaat. Belgia. Luxemburg
740.933,Ranska
740.934,Brittein saaret
740.94,Etelä-Eurooppa
740.941,Italia
740.942,Espanja
740.95,Itä-Eurooppa
740.951,Venäjä
740.96,Aasia
740.97,Afrikka
740.98,Amerikka
740.981,Yhdysvallat
740.99,Australia. Oseania
741,Maalaustaiteen materiaalit ja tekniikka
741.1,Öljymaalauksen materiaalit ja tekniikka
741.2,Vesivärimaalauksen materiaalit ja tekniikka
742,Aiheet maalaustaiteessa
742.1,Ikonimaalaus
745,Tatuointi. Kehotaide
747,Lasimaalaus. Mosaiikkitaide
748,Miniatyyrimaalaus. Kirjamaalaus
749,Piirustustaide. Kalligrafia
749.1,Piirustustaide
749.11,Piirustuksen materiaalit ja tekniikka
749.19,Pilapiirrokset. Karikatyyrit
749.2,Tekstaus. Kalligrafia
750,GRAAFINEN TAIDE. VALOKUVAUS
750.1,"Graafisen taiteen teoria, estetiikka ja filosofia"
750.9,Graafisen taiteen historia
750.921,Suomi
751,Kuvitustaide
752,Käyttögrafiikka
753,Taidegrafiikka
753.1,Taidegrafiikan materiaalit ja tekniikka
756,Valokuvaus
756.1,Valokuvataide
756.2,Valokuvauksen materiaalit ja tekniikka. Valokuvausoppaat
760,TAIDETEOLLISUUS. TAIDEKÄSITYÖ
760.1,"Taideteollisuuden teoria, estetiikka ja filosofia"
760.85,Antiikkiesineiden keräily
760.9,Taideteollisuuden historia
760.921,Suomi
761,Taidetaonta
762,Kulta- ja hopeasepäntaide. Korutaide
763,Taidepuutyöt
763.1,Huonekalutaide
764,Tekstiilitaide. Tekstiilikäsityöt
764.1,Ryijyt
764.2,Koruompelu. Kirjonta. Nimikointi
764.3,Ompelu
764.4,Solmeilu. Makramee. Fransut
764.5,Matot
764.6,Neulonta
764.61,Virkkaus. Pitsinvirkkaus. Koukkuaminen. Nypläys
764.7,Kankaankudonta. Kankaanpainanta
764.8,Tilkkutyöt. Tikatut peitteet
764.9,Kehrääminen. Karstaus. Värjäys
765,Keramiikkataide. Posliinitaide
765.1,Keramiikkataide
765.2,Posliinitaide. Posliinimaalaus
766,Muut taideteollisuuden alat
766.1,Lasitaide
766.2,Paperitaide
766.3,Nahkatyöt. Turkistyöt
767,Koristetaide. Ornamentiikka
768,Kukkien asettelu ja sidonta. Ikebana
769,Kansantaide
770,NÄYTTÄMÖTAIDE. ELOKUVATAIDE
770.1,"Teatteri- ja näyttämötaiteen teoria, estetiikka ja filosofia"
770.2,Harrastajateatteri
770.9,Teatteri- ja näyttämötaiteen historia
770.921,Suomi
771,Teatterityö
772,Teatteritekniikka
773,Teatterimuodot
774,Nukketeatteri
775,Tanssitaide
775.1,Baletti
775.2,Jazzbaletti. Moderni tanssi
776,Pantomiimi
777,Elokuva. Elokuvataide
777.1,Elokuvatekniikka. Videokuvauksen tekniikka
777.9,Elokuvan ja elokuvataiteen historia
777.91,Eurooppa
777.92,Pohjoismaat. Baltian maat
777.921,Suomi
777.93,Länsi- ja Keski-Eurooppa
777.931,Saksa
777.933,Ranska
777.934,Brittein saaret
777.94,Etelä-Eurooppa
777.941,Italia
777.942,Espanja
777.95,Itä-Eurooppa
777.951,Venäjä
777.96,Aasia
777.97,Afrikka
777.98,Amerikka
777.981,Yhdysvallat
777.99,Australia. Oseania
778,Ilmaisutaito. Puhetaito. Lausuntataide
780,MUSIIKKI
780.15,Musiikkibibliografiat. Diskografiat
780.6,Konsertit. Musiikkijuhlat. Musiikkikilpailut. Nuottien ja äänitteiden kustantaminen
781,"Musiikin filosofia, estetiikka, psykologia ja sosiologia Musiikkikasvatus. Musiikkiopetus"
781.1,Musiikin estetiikka ja filosofia
781.3,Musiikin psykologia. Musiikin akustiikka
781.4,Musiikin sosiologia. Musiikkipolitiikka
781.5,Musiikkikasvatus. Musiikkiopetus
782,Musiikin teoria
782.1,Rytmioppi
782.2,Säveloppi
782.3,Sointuoppi
782.4,Sävellysoppi
782.5,Muoto-oppi
782.6,Soitinnusoppi
782.7,Johtaminen
782.8,Musiikin tulkinta. Tyylioppi
782.9,Notaatio
783,Laulumusiikki. Näyttämömusiikki
783.1,Laulukirjat
783.2,Yksinlaulu
783.21,Laulukoulut
783.22,Yksinlaulu ilman säestystä
783.23,Yksinlaulu pianon tai muun sointusoittimen säestyksellä
783.24,"Yksinlaulu jonkin muun soittimen, soitinyhtyeen tai ääninauhan säestyksellä"
783.25,Yksinlaulu orkesterin ja/tai kuoron säestyksellä
783.3,Lauluyhtyeet (2-9 laulajaa)
783.31,Lauluyhtyeet ilman säestystä
783.32,Lauluyhtyeet jonkin soittimen tai soitinyhtyeen säestäminä
783.4,Kuorot (yli 9 laulajaa)
783.41,Kuorot ilman säestystä
783.411,Sekakuorot
783.412,Mieskuorot
783.413,Naiskuorot
783.414,Lapsi- ja nuorisokuorot
783.42,Säestyksellinen kuoromusiikki
783.421,Sekakuorot
783.422,Mieskuorot
783.423,Naiskuorot
783.424,Lapsi- ja nuorisokuorot
783.5,Suurimuotoinen laulumusiikki kuoro- ja solistiosuuksin
783.51,Oratoriot
783.52,Passiot
783.53,Messut. Requiemit
783.54,Kantaatit
783.55,Motetit
783.59,Muu suurimuotoinen laulumusiikki
783.6,Näyttämömusiikki
783.61,Oopperat
783.611,Oopperoiden soitinosat
783.612,Oopperoiden solistiset lauluosat
783.613,Oopperoiden kuoro-osat
783.62,Operetit
783.63,Musikaalit
783.64,Balettimusiikki
783.65,Näytelmämusiikki
783.66,Melodraamat
783.67,Elokuvamusiikki
783.68,Radio- ja tv-musiikki
783.69,Muu näyttämö- tai draamamusiikki. Pelimusiikki
784,Etnomusiikki. Kansanmusiikki
784.1,Eurooppa
784.11,Pohjoismaat. Baltian maat
784.111,Suomi
784.112,Ruotsi
784.113,Norja
784.114,Tanska
784.1141,Färsaaret
784.115,Islanti
784.116,Baltian maat
784.1161,Viro
784.1162,Latvia
784.1163,Liettua
784.12,Keski-Eurooppa
784.121,Saksa
784.122,Itävalta
784.123,Sveitsi
784.125,Benelux-maat
784.1251,Belgia
784.1252,Alankomaat
784.13,Brittein saaret
784.131,Englanti
784.132,Wales
784.133,Skotlanti
784.134,Irlanti
784.14,Länsi- ja Lounais-Eurooppa
784.141,Ranska
784.142,Italia
784.143,Espanja
784.144,Portugali
784.145,Malta
784.15,Balkanin niemimaa
784.151,Bulgaria
784.152,Romania
784.153,Jugoslavian alue
784.1531,Slovenia
784.1532,Kroatia
784.1533,Bosnia ja Hertsegovina
784.1534,Serbia ja Montenegro
784.1535,Makedonia (EJTM)
784.154,Albania
784.155,Kreikka
784.16,Itä-Eurooppa
784.161,Puola
784.162,Tsekkoslovakian alue
784.1621,Tsekki
784.1622,Slovakia
784.163,Unkari
784.17,Itsenäisten valtioiden yhteisö
784.171,Venäjä
784.1711,Karjalan tasavalta
784.172,Ukraina
784.173,Valko-Venäjä
784.174,Moldova
784.2,Aasia
784.21,Etu-Aasia
784.23,Etelä-Aasia
784.24,Kaakkois-Aasia
784.25,Keski- ja Itä-Aasia
784.251,Itsenäisten valtioiden yhteisön Aasian puoleiset alueet
784.2511,Kaukasuksen maat
784.253,Korea
784.254,Kiina
784.256,Japani
784.3,Afrikka
784.31,Pohjois-Afrikka
784.32,Länsi-Afrikka
784.33,Keski-Afrikka
784.34,Itä-Afrikka
784.35,Etelä-Afrikka
784.39,Afrikan saaret
784.4,Pohjois-Amerikka
784.41,Kanada
784.42,Yhdysvallat
784.5,Väli-Amerikka
784.58,Karibianmeren saaret
784.6,Etelä-Amerikka
784.7,Australia. Oseania
784.71,Australia. Uusi-Seelanti. Uusi-Guinea
784.74,Tyynen meren saaret
784.9,Alkuperäiskansojen ja etnisten ryhmien musiikki
784.91,Saamelaiset
784.92,Romanit
784.93,Intiaanit
784.94,Eskimot. Inuiitit
784.95,Juutalaiset
785,Kamari- ja orkesterimusiikki
785.1,Kamariyhtyeet (2-9 soittajaa)
785.11,Duot (ilman pianoa tai muuta sointusoitinta)
785.111,Duot kosketinsoittimille
785.112,Duot näppäinsoittimille
785.113,Duot jousisoittimille
785.114,Duot puhallinsoittimille
785.119,Muut duot
785.12,Triot
785.121,Pianotriot
785.122,Näppäintriot
785.123,Jousitriot
785.124,Puhallintriot
785.129,Muut triot
785.13,Kvartetit
785.131,Pianokvartetit
785.132,Näppäinkvartetit
785.133,Jousikvartetit
785.134,Puhallinkvartetit
785.139,Muut kvartetit
785.14,Kvintetit
785.141,Pianokvintetit
785.142,Näppäinkvintetit
785.143,Jousikvintetit
785.144,Puhallinkvintetit
785.149,Muut kvintetit
785.15,Sekstetit
785.16,Septetit
785.17,Oktetit
785.18,Nonetit
785.19,Kokoonpanoltaan poikkeukselliset yhtyeet
785.2,"Kamariorkesterit (yli 9, yleensä alle 25 soittajaa)"
785.3,Puhallinorkesterit
785.4,Sinfoniaorkesterit (yleensä enemmän kuin 25 soittajaa)
785.5,Muut orkesterit (yleensä enemmän kuin 25 soittajaa)
785.6,Sinfoniat. Konsertot
785.61,Sinfoniat
785.62,Konsertot
785.621,Concerto grossot. Sinfonia concertantet
